Número REDS;Data Fato;Município;Código da Infração;AIT/ AINA - Número Documento;AIT/AINA - Órgão Origem -Autoridade Responsável;Qtde Infrações
2019-001732550-001;12/01/2019;LUZ;50371;AM00226385;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001732550-001;12/01/2019;LUZ;65992;AM002526384;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001734299-001;12/01/2019;LUZ;65992;AM00226386;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001736363-001;12/01/2019;ABAETE;65991;AM 00225914;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001741312-001;12/01/2019;DORES DO INDAIA;50100;AM00229353;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001746371-001;12/01/2019;PARA DE MINAS;65992;AC00925942;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001751528-001;12/01/2019;PARA DE MINAS;50100;AM00204169;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001751528-001;12/01/2019;PARA DE MINAS;52152;AM00204168;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001751528-001;12/01/2019;PARA DE MINAS;57970;AM00204166;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001751528-001;12/01/2019;PARA DE MINAS;58350;AM00204171;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001751528-001;12/01/2019;PARA DE MINAS;60502;AM00204167;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001751528-001;12/01/2019;PARA DE MINAS;70561;AM00204165;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001760297-001;12/01/2019;DORES DO INDAIA;65992;AC01217377;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001761809-001;12/01/2019;POMPEU;50100;AC01217489;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001761809-001;12/01/2019;POMPEU;51180;AC01217490;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001765183-001;12/01/2019;ITAUNA;50100;AG03380276;MUNICIPAL;1
2019-001767260-001;12/01/2019;ABAETE;52820;AM 00225918;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001768330-001;12/01/2019;CORREGO FUNDO;50100;AM00310892;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001768330-001;12/01/2019;CORREGO FUNDO;65992;AM00310893;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001774550-001;12/01/2019;PERDIGAO;52741;AA04708445;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001774550-001;12/01/2019;PERDIGAO;73400;AA04708444;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001780426-001;11/01/2019;MEDEIROS;50450;am00005661;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001782980-001;12/01/2019;PARA DE MINAS;50100;AM00203798;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001783549-001;12/01/2019;FORMIGA;65992;AM00310790;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789559-001;12/01/2019;LAGOA DA PRATA;53200;AM00227445;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;52151;AM00310788;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;52741;AM00310783;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;57970;AM00310787;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;58191;AM00310784;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;58350;AM00310782;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;60760;AM00310785;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;63944;AM00310786;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001789702-001;12/01/2019;FORMIGA;67000;AM00310789;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001791050-001;12/01/2019;PARA DE MINAS;50100;AM 00203668;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001791050-001;12/01/2019;PARA DE MINAS;65992;AM 00203669;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001791050-001;12/01/2019;PARA DE MINAS;73400;AM 00203670;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001794811-001;12/01/2019;DORES DO INDAIA;51691;AM00229355;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001794811-001;12/01/2019;DORES DO INDAIA;57200;AM00229354;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001794811-001;12/01/2019;DORES DO INDAIA;67261;AM00229356;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;50100;AC01283003;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;51180;AC01283004;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;51851;AC01283006;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;65992;AC01283005;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;66102;AC01283160;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;66371;AC01283007;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;67261;AC01283008;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;67690;AC01283010;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001799870-001;12/01/2019;DIVINOPOLIS;73400;AC01283009;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001800930-001;12/01/2019;MARTINHO CAMPOS;50100;AC01217381;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001800930-001;12/01/2019;MARTINHO CAMPOS;65992;AC01217382;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001803830-001;12/01/2019;SAO GONCALO DO PARA;50100;38679;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001803830-001;12/01/2019;SAO GONCALO DO PARA;65992;38680;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001804170-001;12/01/2019;POMPEU;65992;AM00227537;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001805014-001;12/01/2019;DIVINOPOLIS;65992;AC01283001;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001806350-001;12/01/2019;PIMENTA;50100;AM00310527;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001806350-001;12/01/2019;PIMENTA;65992;AM00310526;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001816917-001;12/01/2019;LAGOA DA PRATA;50100;AC01216887;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001816917-001;12/01/2019;LAGOA DA PRATA;51691;AC01216888;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001816917-001;12/01/2019;LAGOA DA PRATA;67261;AC01216889;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001818145-001;13/01/2019;ABAETE;50100;AM00225917;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001818145-001;13/01/2019;ABAETE;58350;AM00225916;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001825134-001;13/01/2019;PARA DE MINAS;66102;am00203890;MUNICIPAL;1
2019-001825147-001;13/01/2019;PARA DE MINAS;66102;am00203896;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001825162-001;13/01/2019;PARA DE MINAS;66102;am00203895;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001825200-001;13/01/2019;PARA DE MINAS;66102;am00203891;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001825933-001;13/01/2019;PARA DE MINAS;50100;AM00038732;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001825933-001;13/01/2019;PARA DE MINAS;50100;AM00038733;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001827789-001;13/01/2019;POMPEU;50100;AM00227554;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001827789-001;13/01/2019;POMPEU;70481;AM00227555;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001830754-001;13/01/2019;LUZ;65300;AM00226392;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001831404-001;13/01/2019;DIVINOPOLIS;65992;AM00045631;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001831404-001;13/01/2019;DIVINOPOLIS;65992;AM00045632;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001832305-001;13/01/2019;PARA DE MINAS;65992;AM00203892;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001832305-001;13/01/2019;PARA DE MINAS;67261;AM00203893;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001834906-001;13/01/2019;CLAUDIO;50100;AM00516563;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001834906-001;13/01/2019;CLAUDIO;66372;AM00516564;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001834906-001;13/01/2019;CLAUDIO;73400;AM00516565;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001836344-001;13/01/2019;SANTO ANTONIO DO MONTE;51851;AC01216872;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001836344-001;13/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216890;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001836801-001;13/01/2019;LAGOA DA PRATA;50100;AM00227444;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001843950-001;13/01/2019;LUZ;50371;AC01216892;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001843950-001;13/01/2019;LUZ;65563;AC01216895;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001843950-001;13/01/2019;LUZ;65800;AC01216894;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001843950-001;13/01/2019;LUZ;65992;AC01216891;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001843950-001;13/01/2019;LUZ;66371;AC01216896;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001843950-001;13/01/2019;LUZ;67261;AC01216893;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001851000-001;13/01/2019;PARA DE MINAS;50450;AC00925951;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001851000-001;13/01/2019;PARA DE MINAS;66531;AC00925953;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001851000-001;13/01/2019;PARA DE MINAS;66700;AC00925952;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001853250-001;13/01/2019;CLAUDIO;65992;AA04844978;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001853250-001;13/01/2019;CLAUDIO;73400;AA04844979;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001857850-001;13/01/2019;BOM DESPACHO;65992;AM00228332;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001870888-001;13/01/2019;BOM DESPACHO;5010-0;AM 00228333;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001871462-001;13/01/2019;NOVA SERRANA;65992;AJ200777;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001875824-001;13/01/2019;ITAUNA;53980;AG03379771;MUNICIPAL;1
2019-001878514-001;13/01/2019;POMPEU;50100;00227564;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001878514-001;13/01/2019;POMPEU;51851;00227565;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001878514-001;13/01/2019;POMPEU;65992;00227563;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001878514-001;13/01/2019;POMPEU;73400;00227566;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001881728-001;13/01/2019;ITAPECERICA;50100;AM00310083;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001881728-001;13/01/2019;ITAPECERICA;65992;AM00310081;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001881728-001;13/01/2019;ITAPECERICA;65992;AM00310082;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001891188-001;13/01/2019;BOM DESPACHO;50100;AM00228411;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001892286-001;13/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364545;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001892286-001;13/01/2019;SANTO ANTONIO DO MONTE;51180;AM00364546;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;50371;AM00044098;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;52151;AM00044097;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;57380;AM00044094;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;58191;AM00044095;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;58350;AM00044093;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895511-001;13/01/2019;CARMO DO CAJURU;60502;AM00044096;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895669-001;13/01/2019;DIVINOPOLIS;50450;AM00265562;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001895669-001;13/01/2019;DIVINOPOLIS;51691;AM00265561;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001896033-001;13/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364547;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001896033-001;13/01/2019;SANTO ANTONIO DO MONTE;51180;AM00364549;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001896033-001;13/01/2019;SANTO ANTONIO DO MONTE;65992;AM00364548;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001899717-001;13/01/2019;DIVINOPOLIS;50100;AM00265564;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001899717-001;13/01/2019;DIVINOPOLIS;51691;AM00265563;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;52151;AM00203710;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;52152;AM00203708;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;52742;AM00203713;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;57200;AM00203712;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;58350;AM00203711;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902411-001;13/01/2019;PARA DE MINAS;70561;AM00203709;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902712-001;13/01/2019;ABAETE;50100;AM00225920;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902712-001;13/01/2019;ABAETE;65800;AM00225922;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001902712-001;13/01/2019;ABAETE;65992;AM00225921;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001905484-001;13/01/2019;DIVINOPOLIS;58350;AM00051954;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001913242-001;13/01/2019;POMPEU;52151;AM00227582;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001913242-001;13/01/2019;POMPEU;60502;AM00227584;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001913242-001;13/01/2019;POMPEU;65992;AM00227581;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001913242-001;13/01/2019;POMPEU;69120;AM00227583;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001916967-001;13/01/2019;SAO JOSE DA VARGINHA;51691;AM00204050;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001916967-001;13/01/2019;SAO JOSE DA VARGINHA;52741;AM00204052;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001916967-001;13/01/2019;SAO JOSE DA VARGINHA;58350;AM00204053;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001916967-001;13/01/2019;SAO JOSE DA VARGINHA;65300;AM00204051;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001925810-001;13/01/2019;POMPEU;65992;AC01217412;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;50100;AC01214716;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;51180;AC01214717;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;64080;AC01214730;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;65992;AC01214718;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;66371;AC01214719;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;67261;AC01214720;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001928673-001;13/01/2019;FORMIGA;67690;AC01214729;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001931216-001;13/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364554;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001931216-001;13/01/2019;SANTO ANTONIO DO MONTE;51180;AM00364555;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001931216-001;13/01/2019;SANTO ANTONIO DO MONTE;52741;AM00364553;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001932866-001;13/01/2019;FORMIGA;50100;AC01214734;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;58350;AC01214735;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;65992;AC01214737;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;66371;AC01214733;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;67261;AC01214732;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;67690;AC01214731;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001932866-001;13/01/2019;FORMIGA;69800;AC01214736;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001940100-001;13/01/2019;ITAUNA;51691;AG3379775;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001940100-001;13/01/2019;ITAUNA;60501;AG03379777;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001950918-001;13/01/2019;POMPEU;50100;AM00227558;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001950918-001;13/01/2019;POMPEU;65992;AM00227559;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001962323-001;14/01/2019;ITAUNA;53800;AG03380474;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001962518-001;14/01/2019;PARA DE MINAS;66102;AM00203558;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001963763-001;14/01/2019;PARA DE MINAS;66372;AM00203559;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001963958-001;14/01/2019;PARA DE MINAS;67690;AM00203560;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001968712-001;14/01/2019;DIVINOPOLIS;65992;B150521634;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-001970358-001;14/01/2019;NOVA SERRANA;65992;AC01216967;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001970709-001;14/01/2019;DIVINOPOLIS;65561;B150521642;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-001973022-001;14/01/2019;ITAUNA;50450;3379923-AG;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001974302-001;14/01/2019;DIVINOPOLIS;65561;B150521657;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-001974672-001;14/01/2019;NOVA SERRANA;65992;AC01216943;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001974672-001;14/01/2019;NOVA SERRANA;67261;AC01216944;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001976459-001;14/01/2019;PARA DE MINAS;55414;am204422;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001976461-001;14/01/2019;PARA DE MINAS;55414;AM204421;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001976669-001;14/01/2019;ITAUNA;54360;AG03380476;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001979569-001;14/01/2019;ITAUNA;55411;AG03380478;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001985710-001;14/01/2019;ITAUNA;53800;AG03380479;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001992332-001;14/01/2019;NOVA SERRANA;50100;AC1216969;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001992332-001;14/01/2019;NOVA SERRANA;65992;AC01216968;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001994002-001;14/01/2019;ITAUNA;55500;AG03380438;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001997244-001;14/01/2019;ITAUNA;50531;3380277;MUNICIPAL;1
2019-001997470-001;14/01/2019;ITAUNA;55500;AG03380482;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002000873-001;14/01/2019;ITAUNA;53800;AG03380480;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002006266-001;14/01/2019;DIVINOPOLIS;65992;AM00265781;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002008315-001;14/01/2019;PARA DE MINAS;55680;am204425;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002011804-001;14/01/2019;BOM DESPACHO;50100;AM 00228347;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002011804-001;14/01/2019;BOM DESPACHO;65992;AM 00228348;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002016051-001;14/01/2019;PIMENTA;50100;AM00005131;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002016051-001;14/01/2019;PIMENTA;65992;AM00005132;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002033074-001;14/01/2019;SAO GONCALO DO PARA;65992;AC01283170;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002036745-001;14/01/2019;DIVINOPOLIS;65992;AM00045787;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002056116-001;14/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364556;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002056116-001;14/01/2019;SANTO ANTONIO DO MONTE;65992;AM00364557;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002073520-001;14/01/2019;DIVINOPOLIS;50100;AM00051818;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002079180-001;14/01/2019;ONCA DO PITANGUI;66531;AM00203965;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002086940-001;14/01/2019;ITAUNA;50100;03380278;MUNICIPAL;1
2019-002087643-001;14/01/2019;BOM DESPACHO;66372;AM00228421;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002087643-001;14/01/2019;BOM DESPACHO;67690;AM00228422;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002087643-001;14/01/2019;BOM DESPACHO;73400;AM00228423;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002087734-001;14/01/2019;ITAUNA;50100;03380352;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;52070;03380354;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;66371;03380355;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;66372;03380357;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;66531;03380356;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;67261;03380358;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;70561;03380359;MUNICIPAL;1
2019-002087734-001;14/01/2019;ITAUNA;72400;03380353;MUNICIPAL;1
2019-002093402-001;14/01/2019;DIVINOPOLIS;50100;AK00312299;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002093402-001;14/01/2019;DIVINOPOLIS;65942;AK00312300;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002097140-001;14/01/2019;ITAUNA;52070;03380363;MUNICIPAL;1
2019-002097140-001;14/01/2019;ITAUNA;52152;03380362;MUNICIPAL;1
2019-002097140-001;14/01/2019;ITAUNA;70561;03380360;MUNICIPAL;1
2019-002097140-001;14/01/2019;ITAUNA;73400;03380361;MUNICIPAL;1
2019-002099494-001;14/01/2019;CORREGO DANTA;50100;AM00226217;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002099494-001;14/01/2019;CORREGO DANTA;52742;AM00226218;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002106078-001;14/01/2019;ABAETE;65992;AMM00225933;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002108471-001;14/01/2019;CORREGO FUNDO;54100;AM00310895;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002108471-001;14/01/2019;CORREGO FUNDO;65561;AM00310897;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002108471-001;14/01/2019;CORREGO FUNDO;65992;AM00310896;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002111280-001;14/01/2019;PARA DE MINAS;50371;am00204087;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002116424-001;14/01/2019;PERDIGAO;50100;AA04708347;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002116424-001;14/01/2019;PERDIGAO;73400;AA04708348;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002116662-001;14/01/2019;PERDIGAO;50100;AA04708349;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002122240-001;14/01/2019;BOM DESPACHO;65992;AM00228424;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002124615-001;15/01/2019;LAGOA DA PRATA;50100;AM00227446;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002124615-001;15/01/2019;LAGOA DA PRATA;50610;AM00227451;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002124615-001;15/01/2019;LAGOA DA PRATA;58350;AM00227450;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002124615-001;15/01/2019;LAGOA DA PRATA;67000;AM00227449;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002124615-001;15/01/2019;LAGOA DA PRATA;73400;AM00227447;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002128093-001;15/01/2019;NOVA SERRANA;65992;AJ061139;DETRAN - DEPARTAMENTO DE TRANSITO;1
