Número REDS;Data Fato;Município;Código da Infração;AIT/ AINA - Número Documento;AIT/AINA - Órgão Origem -Autoridade Responsável;Qtde Infrações
2019-002144553-001;15/01/2019;ITAUNA;76251;AG03380178;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002144763-001;15/01/2019;DIVINOPOLIS;65992;AM00045633;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002148012-001;15/01/2019;ITAUNA;55411;AG03380180;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002162740-001;15/01/2019;ITAUNA;55417;AG03380183;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002166421-001;15/01/2019;PERDIGAO;65992;AC01216993;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002170458-001;15/01/2019;PARA DE MINAS;76331;am204428;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002170508-001;15/01/2019;ITAUNA;54526;AG03380184;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002177722-001;15/01/2019;PARA DE MINAS;55680;am204429;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002184270-001;15/01/2019;LAGOA DA PRATA;76252;AM00227453;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002189006-001;15/01/2019;PARA DE MINAS;55680;am204430;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002189504-001;15/01/2019;PARA DE MINAS;55680;AM204432;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002191347-001;15/01/2019;LAGOA DA PRATA;76251;AM00227452;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002195620-001;15/01/2019;DORES DO INDAIA;65992;AC01217014;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002197106-001;15/01/2019;PARA DE MINAS;65561;AC01283182;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002197582-001;15/01/2019;PARA DE MINAS;65561;AC01283173;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002197582-001;15/01/2019;PARA DE MINAS;65992;AC01283172;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002201736-001;15/01/2019;PARA DE MINAS;65992;AC01283183;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002201855-001;15/01/2019;ITAUNA;76252;AG3379625;MUNICIPAL;1
2019-002205314-001;15/01/2019;PARA DE MINAS;65561;AC01283175;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002205314-001;15/01/2019;PARA DE MINAS;65992;AC01283174;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002206005-001;15/01/2019;PARA DE MINAS;65992;AC01283184;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002208361-001;15/01/2019;ITAUNA;55500;AG3379626;MUNICIPAL;1
2019-002209130-001;15/01/2019;PARA DE MINAS;50100;AM00203671;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002209130-001;15/01/2019;PARA DE MINAS;65992;AM00203672;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002210270-001;15/01/2019;PARA DE MINAS;50100;AM00204197;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002210358-001;15/01/2019;LAGOA DA PRATA;54524;AM00227454;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002210436-001;15/01/2019;PARA DE MINAS;65992;ACAC01283185;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002212043-001;15/01/2019;BOM DESPACHO;56222;AG02917482;MUNICIPAL;1
2019-002212043-001;15/01/2019;BOM DESPACHO;65992;AM00228378;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002212539-001;15/01/2019;PARA DE MINAS;50100;AC01283179;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002212539-001;15/01/2019;PARA DE MINAS;65992;AC01283178;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002214083-001;15/01/2019;PARA DE MINAS;65992;AC01283186;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002220810-001;15/01/2019;DIVINOPOLIS;52151;AM00045070;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002220810-001;15/01/2019;DIVINOPOLIS;52152;AM00045072;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002220810-001;15/01/2019;DIVINOPOLIS;58350;AM00045071;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002228544-001;15/01/2019;LAGOA DA PRATA;50100;AM00364036;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002228544-001;15/01/2019;LAGOA DA PRATA;65800;AM00364035;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002228544-001;15/01/2019;LAGOA DA PRATA;66371;AM00364037;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002228544-001;15/01/2019;LAGOA DA PRATA;66700;AM00364006;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002228544-001;15/01/2019;LAGOA DA PRATA;67261;AM00227496;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002229551-001;15/01/2019;LAGOA DA PRATA;50100;am00364082;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002229551-001;15/01/2019;LAGOA DA PRATA;65992;am00364084;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002229551-001;15/01/2019;LAGOA DA PRATA;67261;am00364085;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002232724-001;15/01/2019;MARTINHO CAMPOS;51852;AC01217002;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002232724-001;15/01/2019;MARTINHO CAMPOS;51930;AC01217019;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002232724-001;15/01/2019;MARTINHO CAMPOS;65992;AC01217018;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002232724-001;15/01/2019;MARTINHO CAMPOS;73400;AC01217020;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002245855-001;15/01/2019;LAGOA DA PRATA;65563;AM00364065;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002249747-001;15/01/2019;LAGOA DA PRATA;501-00;AM00364058;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002249747-001;15/01/2019;LAGOA DA PRATA;659-92;AM00364059;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002250297-001;15/01/2019;PARA DE MINAS;50100;AM00203242;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002250297-001;15/01/2019;PARA DE MINAS;65992;AM00203243;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002250817-001;15/01/2019;POMPEU;52151;AM00227592;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002250817-001;15/01/2019;POMPEU;52152;AM00227593;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002250817-001;15/01/2019;POMPEU;66371;AM00227594;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002251420-001;15/01/2019;NOVA SERRANA;50100;AJ200911;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002251420-001;15/01/2019;NOVA SERRANA;51691;AJ200913;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002251420-001;15/01/2019;NOVA SERRANA;65992;AJ200912;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002251420-001;15/01/2019;NOVA SERRANA;70481;AJ200914;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002252478-001;15/01/2019;JAPARAIBA;65992;AM00227164;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002252478-001;15/01/2019;JAPARAIBA;73400;AM00227165;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002253849-001;15/01/2019;LUZ;50450;AM00226414;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002253849-001;15/01/2019;LUZ;51420;AM00226416;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002253849-001;15/01/2019;LUZ;51851;AM00226413;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002253849-001;15/01/2019;LUZ;697120;AM00226415;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002254906-001;15/01/2019;PARA DE MINAS;65563;AC00925969;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002256868-001;15/01/2019;BOM DESPACHO;65992;AC01216933;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002262210-001;15/01/2019;BOM DESPACHO;50100;AC01216936;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002262210-001;15/01/2019;BOM DESPACHO;51180;AC01216937;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002262210-001;15/01/2019;BOM DESPACHO;65992;AC01216935;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002262210-001;15/01/2019;BOM DESPACHO;66371;AC01216939;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002262210-001;15/01/2019;BOM DESPACHO;67261;AC01216938;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002268220-001;15/01/2019;PARA DE MINAS;50100;AM00203244;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002268220-001;15/01/2019;PARA DE MINAS;65992;AM00203245;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002291644-001;15/01/2019;CLAUDIO;65992;AM00516566;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002294271-001;15/01/2019;POMPEU;50100;AM00227574;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002294271-001;15/01/2019;POMPEU;65992;AM00227575;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002296123-001;15/01/2019;POMPEU;50371;AM00227577;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002296123-001;15/01/2019;POMPEU;65991;AM00227576;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002296361-001;16/01/2019;BOM DESPACHO;50450;AC01216977;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002296361-001;16/01/2019;BOM DESPACHO;67261;AC01216976;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002302085-001;16/01/2019;ITAUNA;50100;AG3380366;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002302085-001;16/01/2019;ITAUNA;65992;AG3380367;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002307006-001;16/01/2019;MOEMA;50100;AC01216865;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002307006-001;16/01/2019;MOEMA;6599-2;AC01216866;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002307244-001;16/01/2019;MOEMA;50100;AC01216996;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002307244-001;16/01/2019;MOEMA;65992;AC01216995;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002308474-001;16/01/2019;MOEMA;50100;AC01216878;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002308474-001;16/01/2019;MOEMA;51851;AC01216880;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002308474-001;16/01/2019;MOEMA;51930;AC01216879;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002308474-001;16/01/2019;MOEMA;65992;AC01216949;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002312613-001;16/01/2019;SAO JOSE DA VARGINHA;50100;AM00204024;MUNICIPAL;1
2019-002312613-001;16/01/2019;SAO JOSE DA VARGINHA;65992;AM00204025;MUNICIPAL;1
2019-002313830-001;16/01/2019;BAMBUI;66020;AM 00006402;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002316468-001;16/01/2019;PARA DE MINAS;65992;AM00204462;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002317789-001;16/01/2019;ITAUNA;76252;ag03380187;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002322227-001;16/01/2019;BAMBUI;50100;AM 00006403;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002322227-001;16/01/2019;BAMBUI;65992;AM 00006404;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002324031-001;16/01/2019;PARA DE MINAS;66371;AM00204461;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002325049-001;16/01/2019;BAMBUI;66102;AM 00006405;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002329389-001;16/01/2019;ITAUNA;76251;AG03379782;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002330070-001;16/01/2019;NOVA SERRANA;65992;AJ200950;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002330070-001;16/01/2019;NOVA SERRANA;67261;AJ200951;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002334535-001;16/01/2019;BOM DESPACHO;65992;AM00228339;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002342074-001;16/01/2019;ITAUNA;76252;ag03379930;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002384075-001;16/01/2019;MARTINHO CAMPOS;50100;AM00229169;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002384075-001;16/01/2019;MARTINHO CAMPOS;65992;AM00229170;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002384075-001;16/01/2019;MARTINHO CAMPOS;67261;AM00229171;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002415457-001;16/01/2019;NOVA SERRANA;54521;AJ201001;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002415522-001;16/01/2019;PARA DE MINAS;65992;AC00925970;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002418329-001;16/01/2019;PERDIGAO;50100;AA04708461;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002418329-001;16/01/2019;PERDIGAO;66102;AA04708462;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002420986-001;16/01/2019;DIVINOPOLIS;52152;AM00051839;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002420986-001;16/01/2019;DIVINOPOLIS;58350;AM00051838;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002422721-001;16/01/2019;BAMBUI;50100;AM 00006409;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002422721-001;16/01/2019;BAMBUI;51691;AM 00006411;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002422721-001;16/01/2019;BAMBUI;65992;AM 00006410;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002423124-001;16/01/2019;POMPEU;65992;AC01217024;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002427919-001;16/01/2019;PARA DE MINAS;50100;am00204090;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002427919-001;16/01/2019;PARA DE MINAS;66102;am00204089;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002427919-001;16/01/2019;PARA DE MINAS;73400;am00204088;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002449239-001;16/01/2019;JAPARAIBA;50100;00227168;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002449239-001;16/01/2019;JAPARAIBA;67690;00227170;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002449239-001;16/01/2019;JAPARAIBA;73400;00227169;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002457549-001;16/01/2019;POMPEU;50100;AM00227601;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002457549-001;16/01/2019;POMPEU;65992;AM00227601;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002459773-001;16/01/2019;POMPEU;50100;AM00227598;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002459773-001;16/01/2019;POMPEU;65992;AM00227599;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002476439-001;17/01/2019;BOM DESPACHO;65992;AC01280011;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002476439-001;17/01/2019;BOM DESPACHO;67261;AC01280012;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002486211-001;17/01/2019;SANTO ANTONIO DO MONTE;65992;AC01280048;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002486211-001;17/01/2019;SANTO ANTONIO DO MONTE;66102;AC01280049;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002486211-001;17/01/2019;SANTO ANTONIO DO MONTE;66700;AC01280050;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002490370-001;17/01/2019;LUZ;65992;AM00226418;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002501343-001;17/01/2019;ITAUNA;76251;AG03380070;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002505103-001;17/01/2019;CORREGO FUNDO;65992;AM00311001;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002514474-001;17/01/2019;ITAUNA;53800;AG03380279;MUNICIPAL;1
2019-002514474-001;17/01/2019;ITAUNA;55250;AG03380280;MUNICIPAL;1
2019-002522784-001;17/01/2019;BAMBUI;65992;AM00006412;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002532385-001;17/01/2019;SANTO ANTONIO DO MONTE;65992;AC01280017;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002537516-001;17/01/2019;ITAUNA;7625-2;AG3380487;MUNICIPAL;1
2019-002554582-001;17/01/2019;PARA DE MINAS;50100;AM00203247;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002554620-001;17/01/2019;PARA DE MINAS;50100;AM00203248;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002566220-001;17/01/2019;PARA DE MINAS;50100;AM00203249;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002566220-001;17/01/2019;PARA DE MINAS;65992;AM00203250;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002566220-001;17/01/2019;PARA DE MINAS;67261;AM00203251;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002567791-001;17/01/2019;PARA DE MINAS;50100;AM00203252;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002567791-001;17/01/2019;PARA DE MINAS;65992;AM00203253;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002575810-001;17/01/2019;POMPEU;50371;AM00227632;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002575810-001;17/01/2019;POMPEU;52151;AM00227633;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002575810-001;17/01/2019;POMPEU;57380;AM00227628;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002575810-001;17/01/2019;POMPEU;60502;AM00227629;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002575810-001;17/01/2019;POMPEU;65991;AM00227631;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002598134-001;17/01/2019;POMPEU;50100;AM00227634;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002598134-001;17/01/2019;POMPEU;52151;AM00227637;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002598134-001;17/01/2019;POMPEU;52152;AM00227636;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002598134-001;17/01/2019;POMPEU;58350;AM00227638;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002598134-001;17/01/2019;POMPEU;65992;AM00227635;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002600150-001;17/01/2019;DORES DO INDAIA;50100;AM00229363;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002600150-001;17/01/2019;DORES DO INDAIA;65992;AM00229364;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002601970-001;17/01/2019;IGARATINGA;50100;AM00204208;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002603587-001;17/01/2019;PARA DE MINAS;65563;AC00925993;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002603587-001;17/01/2019;PARA DE MINAS;66531;AC00925994;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002604343-001;17/01/2019;PARA DE MINAS;65992;AM00203257;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002604644-002;17/01/2019;LUZ;50100;AM00223421;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002604644-002;17/01/2019;LUZ;65992;AM00226422;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002608276-001;17/01/2019;PARA DE MINAS;65561;AM00203260;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002608276-001;17/01/2019;PARA DE MINAS;65992;AM00203258;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002609621-001;17/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364562;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002609621-001;17/01/2019;SANTO ANTONIO DO MONTE;6599;AM00364563;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002610472-001;17/01/2019;SANTO ANTONIO DO MONTE;50100;AM00364518;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002610472-001;17/01/2019;SANTO ANTONIO DO MONTE;65992;AM00364519;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002610472-001;17/01/2019;SANTO ANTONIO DO MONTE;73400;AM00364517;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002614349-001;17/01/2019;CARMO DO CAJURU;50100;00044066;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002619790-001;17/01/2019;POMPEU;51851;AM00227640;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002619790-001;17/01/2019;POMPEU;65992;AM00227639;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002623378-001;17/01/2019;POMPEU;50100;AM00227641;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002623378-001;17/01/2019;POMPEU;66531;AM00227643;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002623378-001;17/01/2019;POMPEU;73400;AM00227642;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002634939-001;18/01/2019;LUZ;50100;AM00226433;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002634939-001;18/01/2019;LUZ;67261;AM00226434;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002636392-001;18/01/2019;DIVINOPOLIS;50100;AM00051501;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002636392-001;18/01/2019;DIVINOPOLIS;65992;AM00051502;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002637904-001;17/01/2019;DORES DO INDAIA;50100;AM0029365;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002637904-001;17/01/2019;DORES DO INDAIA;65992;AM00229366;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002642424-001;18/01/2019;SAO GONCALO DO PARA;50100;AM00203030;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002642424-001;18/01/2019;SAO GONCALO DO PARA;50100;AM203031;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002642424-001;18/01/2019;SAO GONCALO DO PARA;66102;AM00203029;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002652157-001;18/01/2019;DIVINOPOLIS;50100;B150521863;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652157-001;18/01/2019;DIVINOPOLIS;65992;B150521855;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652157-001;18/01/2019;DIVINOPOLIS;71023;B150521871;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652291-001;18/01/2019;DIVINOPOLIS;50450;AC01283261;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002652432-001;18/01/2019;DIVINOPOLIS;5010;B156890027;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652432-001;18/01/2019;DIVINOPOLIS;65992;B156890038;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652642-001;18/01/2019;DIVINOPOLIS;65564;B150521887;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002652642-001;18/01/2019;DIVINOPOLIS;67690;B150521898;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002657582-001;18/01/2019;LUZ;51852;AC01280173;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002657582-001;18/01/2019;LUZ;65992;AC01280172;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002657582-001;18/01/2019;LUZ;73400;AC01280173;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002657905-001;18/01/2019;DIVINOPOLIS;50100;B156890046;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002657905-001;18/01/2019;DIVINOPOLIS;65992;B156890077;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002658076-001;18/01/2019;DIVINOPOLIS;65992;B156890062;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002658728-001;18/01/2019;DIVINOPOLIS;50100;B150521901;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002658728-001;18/01/2019;DIVINOPOLIS;51930;B150521936;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002658728-001;18/01/2019;DIVINOPOLIS;65992;B150521917;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002658728-001;18/01/2019;DIVINOPOLIS;67261;B150521928;PRF - POLICIA RODIVIARIA FEDERAL;1
2019-002659672-001;18/01/2019;PARA DE MINAS;55414;am204437;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002663536-001;18/01/2019;PARA DE MINAS;55414;AM204439;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002665522-001;18/01/2019;LAGOA DA PRATA;659-92;AM00364101;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002667340-001;18/01/2019;MORADA NOVA DE MINAS;50371;AM00229778;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002669888-001;18/01/2019;PERDIGAO;65992;AC01280124;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002679500-001;18/01/2019;CLAUDIO;65992;AM00266554;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002679500-001;18/01/2019;CLAUDIO;66372;AM00266555;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002679570-001;18/01/2019;ITAUNA;66102;AG03381207;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002679933-001;18/01/2019;PARA DE MINAS;76252;AM203263;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002696263-001;18/01/2019;ITAUNA;55411;AG03381209;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002699843-001;18/01/2019;ARAUJOS;65992;AC01280148;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002699843-001;18/01/2019;ARAUJOS;67261;AC01280149;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-002710516-001;18/01/2019;BOM DESPACHO;50100;AM00228417;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002719820-001;18/01/2019;ABAETE;65992;AM00225964;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002725226-001;18/01/2019;ABAETE;50371;AM00225963;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002725226-001;18/01/2019;ABAETE;65992;AM00225962;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002725570-001;18/01/2019;ABAETE;50450;AM00225967;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002725570-001;18/01/2019;ABAETE;65992;AM00225965;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-002730517-001;18/01/2019;NOVA SERRANA;55090;AJ200925;DETRAN - DEPARTAMENTO DE TRANSITO;1
