Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Data Fato;Horário Fato;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Situação Material;Qtde Materiais;Qtde/Volume Material
2019-001144437-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;;;ITAUNA;-20,09411470;-44,61456330;08/01/2019;18:11:42;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;METRO;FURTADO / ROUBADO (NAO RECUPERADO);1;40,00
2019-001144437-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;;;ITAUNA;-20,09411470;-44,61456330;08/01/2019;18:11:42;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001144634-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T00008;CONSUMADO;RUA;ANTONIO ZEFERINO;;PREENCHIMENTO OPCIONAL;;248.000;JARDIM DAS OLIVEIRAS;CAMPOS;;;BAMBUI;-20,00245950;-45,97808330;08/01/2019;18:30:00;OUTROS - BEBIDA;UNIDADE;APREENDIDO;1;0,00
2019-001144634-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T00008;CONSUMADO;RUA;ANTONIO ZEFERINO;;PREENCHIMENTO OPCIONAL;;248.000;JARDIM DAS OLIVEIRAS;CAMPOS;;;BAMBUI;-20,00245950;-45,97808330;08/01/2019;18:30:00;OUTROS OBJETOS PESSOAIS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;1,00
2019-001145171-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;I04028;CONSUMADO;PRACA;INVÁLIDO;ANTONIO ITALIANO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITAUNA;;;08/01/2019;18:57:20;BUCHA DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001152054-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MARIA FERNANDES QUADROS;;PREENCHIMENTO OPCIONAL;;101;RESIDENCIAL DOM CRISTIANO;;;antiga rua 04;DIVINOPOLIS;-20,10467100;-44,88105420;08/01/2019;18:58:18;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);3;3,00
2019-001152054-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MARIA FERNANDES QUADROS;;PREENCHIMENTO OPCIONAL;;101;RESIDENCIAL DOM CRISTIANO;;;antiga rua 04;DIVINOPOLIS;-20,10467100;-44,88105420;08/01/2019;18:58:18;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-001152327-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;B01129;CONSUMADO;RUA;SANTA CRUZ;;PREENCHIMENTO OPCIONAL;;571;CENTRO;;;;ITAUNA;-20,07969160;-44,57439530;08/01/2019;19:52:39;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;1;1,00
2019-001160380-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;PADRE LIBERIO;PREENCHIMENTO OPCIONAL;;393;INVÁLIDO;JARDIM PADRE LIBERIO;;;NOVA SERRANA;;;08/01/2019;20:40:10;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;1;1,00
2019-001160380-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;PADRE LIBERIO;PREENCHIMENTO OPCIONAL;;393;INVÁLIDO;JARDIM PADRE LIBERIO;;;NOVA SERRANA;;;08/01/2019;20:40:10;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
2019-001164087-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;K99000;CONSUMADO;RUA;JOSE DE MELO MACHADO;JOSE DE MELO MACHADO;PREENCHIMENTO OPCIONAL;;32.0000;RECANTO DA LAGOA;RECANTO DA LAGOA;;;PARA DE MINAS;-19,87136900;-44,57731800;08/01/2019;21:00:00;OUTROS - FERRAMENTAS EM GERAL;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001166543-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I99000;CONSUMADO;POVOADO;ASCENCAO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PARA DE MINAS;-19,79805600;-44,57386100;08/01/2019;21:44:24;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001172660-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;OITO;PREENCHIMENTO OPCIONAL;;910;INVÁLIDO;SANTO ANTONIO;;;NOVA SERRANA;;;08/01/2019;22:31:00;MOEDA NACIONAL (REAL);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;460,00
2019-001172660-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;OITO;PREENCHIMENTO OPCIONAL;;910;INVÁLIDO;SANTO ANTONIO;;;NOVA SERRANA;;;08/01/2019;22:31:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001173138-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;RUA;MARIA VICENTINA DE FREITAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;LUZ;-19,79242030;-45,69256100;08/01/2019;18:55:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-001191456-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;B01129;CONSUMADO;RUA;JUSCELINO KUBITSCHEK;;PREENCHIMENTO OPCIONAL;;231;INVÁLIDO;;;;ITAPECERICA;-20,47246550;-45,11977280;09/01/2019;00:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001192331-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;RUA;JUVENIL CORDEIRO DE CASTRO;;PREENCHIMENTO OPCIONAL;;66;BELVEDERE;;;;POMPEU;-19,23103370;-44,98587890;09/01/2019;01:58:00;CRACK EM PEDRAS;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001206233-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;JOSE GUIMARAES DE OLIVEIRA;PREENCHIMENTO OPCIONAL;;63;INVÁLIDO;JARDIM DAS OLIVEIRAS;;;PARA DE MINAS;;;09/01/2019;08:03:37;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);4;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;IMPRESSORA;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;MICRO COMPUTADOR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;MOEDA NACIONAL (REAL);MILHEIRO;FURTADO / ROUBADO (NAO RECUPERADO);1;1.670,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);3;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001207868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DONA MARIA DAS DORES;;PREENCHIMENTO OPCIONAL;;190;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16125670;-44,87822590;08/01/2019;23:30:00;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001208561-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;RUA;ITAMOGI;;PREENCHIMENTO OPCIONAL;;420;ITAI;;;;DIVINOPOLIS;-20,13727530;-44,86930270;01/01/2019;00:00:00;CARTAO PASSE ESCOLAR OU PASSE LIVRE;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-001208979-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;AMAZONAS;;PREENCHIMENTO OPCIONAL;;496;SAO SEBASTIAO;;;;DORES DO INDAIA;-19,45893070;-45,59724100;09/01/2019;08:10:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001211788-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;CORONEL JULIO RIBEIRO GONTIJO;;PREENCHIMENTO OPCIONAL;;140;ESPLANADA;;;;DIVINOPOLIS;-20,14820800;-44,89001910;05/01/2019;09:00:00;CARTEIRA / PORTA-NIQUEIS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001212005-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RUA;ANTERO TORRES;;PREENCHIMENTO OPCIONAL;;520;AÇUDES;;;;BAMBUI;-20,01782370;-45,97481900;09/01/2019;07:10:00;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001212033-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01163;CONSUMADO;RUA;BENEDITO GONCALVES;;PREENCHIMENTO OPCIONAL;;1801;DISTRITO INDUSTRIAL CEL JOVELINO RABELO;;;;DIVINOPOLIS;-20,12269090;-44,83645490;08/01/2019;11:00:00;OUTROS - EQUIPAMENTOS INDUSTRIAIS;TONELADA;OUTROS - SITUACAO DO MATERIAL;1;9,00
2019-001213185-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;U34100;CONSUMADO;AVENIDA;GOVERNADOR MAGALHAES PINTO;;PREENCHIMENTO OPCIONAL;;112;NITEROI;;;;DIVINOPOLIS;-20,14057490;-44,87818840;07/01/2019;15:00:00;CARTEIRA / PORTA-NIQUEIS;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-001219518-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MOACIR JOSE LEITE;;PREENCHIMENTO OPCIONAL;;100;SANTA CLARA;;;;DIVINOPOLIS;-20,12736910;-44,88151690;09/01/2019;10:02:17;BOLSA / MOCHILA;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001219518-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MOACIR JOSE LEITE;;PREENCHIMENTO OPCIONAL;;100;SANTA CLARA;;;;DIVINOPOLIS;-20,12736910;-44,88151690;09/01/2019;10:02:17;MOEDA NACIONAL (REAL);CENTO;FURTADO / ROUBADO (NAO RECUPERADO);1;400,00
2019-001222643-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C99000;CONSUMADO;RUA;VINTE E CINCO DE DEZEMBRO;;PREENCHIMENTO OPCIONAL;;16;LOURDES;;;;ARCOS;-20,28464430;-45,54671350;09/01/2019;10:17:57;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
2019-001226093-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;ANTONIO ROCHA;;PREENCHIMENTO OPCIONAL;;1657;INVÁLIDO;;;;PARA DE MINAS;-19,87777810;-44,59413520;09/01/2019;09:58:27;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001229147-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;BEIRA RIO;;PREENCHIMENTO OPCIONAL;;629;ITAPUA;;;;NOVA SERRANA;-19,86170680;-44,97412410;09/01/2019;08:00:00;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001230520-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;NOSSA SENHORA MERCES;;PREENCHIMENTO OPCIONAL;;142;ROSARIO;;;;FORMIGA;-20,46203460;-45,42035520;09/01/2019;11:08:51;BUCHA DE MACONHA;UNIDADE;APREENDIDO;2;3,00
2019-001230520-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;NOSSA SENHORA MERCES;;PREENCHIMENTO OPCIONAL;;142;ROSARIO;;;;FORMIGA;-20,46203460;-45,42035520;09/01/2019;11:08:51;CRACK EM PEDRAS;UNIDADE;APREENDIDO;1;1,00
2019-001230520-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;NOSSA SENHORA MERCES;;PREENCHIMENTO OPCIONAL;;142;ROSARIO;;;;FORMIGA;-20,46203460;-45,42035520;09/01/2019;11:08:51;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;57,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;3;6,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;COCAINA EM PO;UNIDADE;APREENDIDO;1;1,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;CRACK EM PEDRAS;UNIDADE;APREENDIDO;1;45,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;MACONHA PRENSADA (BARRA / TABLETE);UNIDADE;APREENDIDO;1;2,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;MOEDA NACIONAL (REAL);UNIDADE;APREENDIDO;1;8,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;UNIDADE;APREENDIDO;1;1,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;PAPELOTES DE COCAINA;UNIDADE;APREENDIDO;1;9,00
2019-001232859-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;BONFIM;;PREENCHIMENTO OPCIONAL;;210;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27206560;-45,00199220;09/01/2019;10:40:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001233039-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;RUA;GOIAS;;PREENCHIMENTO OPCIONAL;;1515;CENTRO;;;;DIVINOPOLIS;-20,14261620;-44,89913220;08/01/2019;12:30:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-001234412-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;U34100;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DAS ROSAS BRANCAS;PREENCHIMENTO OPCIONAL;;1084;INVÁLIDO;VEREDAS DA SERRA;;;NOVA SERRANA;;;08/01/2019;07:00:00;MOEDA NACIONAL (REAL);UNIDADE;EXTRAVIADO;1;425,00
2019-001241182-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;ROSANA NORONHA GUARANY;;PREENCHIMENTO OPCIONAL;;240;ICARAI;;;;DIVINOPOLIS;-20,11363370;-44,85097940;08/01/2019;20:00:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001242252-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;EROTILDES JOSE DO CARMO;;PREENCHIMENTO OPCIONAL;;198;NOSSA SENHORA DE FATIMA;;;;SANTO ANTONIO DO MONTE;-20,09014750;-45,29177650;09/01/2019;10:30:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001242841-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RODOVIA;BR 494;BR 494 KM 67;PREENCHIMENTO OPCIONAL;;67.0000;INVÁLIDO;ZONA RURAL MARILANDIA;;FAZENDA ESTIVA;ITAPECERICA;-20,42901280;-44,91117630;09/01/2019;11:20:00;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;2;12,00
2019-001247584-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;SANTA MARIA;;PREENCHIMENTO OPCIONAL;;431;PROLONGAMENTO BOM PASTOR;;;;DIVINOPOLIS;-20,11181540;-44,87972700;09/01/2019;13:03:18;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;1.950,00
2019-001247584-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;SANTA MARIA;;PREENCHIMENTO OPCIONAL;;431;PROLONGAMENTO BOM PASTOR;;;;DIVINOPOLIS;-20,11181540;-44,87972700;09/01/2019;13:03:18;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001247584-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;SANTA MARIA;;PREENCHIMENTO OPCIONAL;;431;PROLONGAMENTO BOM PASTOR;;;;DIVINOPOLIS;-20,11181540;-44,87972700;09/01/2019;13:03:18;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001247991-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;CAMPINA VERDE;;PREENCHIMENTO OPCIONAL;;313;SAO JOSE;;;;DIVINOPOLIS;-20,16108880;-44,90311110;09/01/2019;13:19:41;BOLSA / MOCHILA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001248250-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;ANTONIO FERREIRA;;PREENCHIMENTO OPCIONAL;;1892;REGINA AMARAL;;;;NOVA SERRANA;-19,86406910;-44,94058890;09/01/2019;13:10:00;BRINCO / BROCHE / ANEL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001248250-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;ANTONIO FERREIRA;;PREENCHIMENTO OPCIONAL;;1892;REGINA AMARAL;;;;NOVA SERRANA;-19,86406910;-44,94058890;09/01/2019;13:10:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001249150-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;ESPIRITO SANTO;;PREENCHIMENTO OPCIONAL;;1975;JARDIM NOVA AMERICA;;;;DIVINOPOLIS;-20,13265140;-44,89383460;09/01/2019;12:18:15;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001249542-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C01157;TENTADO;PRACA;CORONEL TORRES;;PREENCHIMENTO OPCIONAL;;26;CENTRO;;;;BAMBUI;-20,01111180;-45,97896620;09/01/2019;13:20:00;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001249843-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;BENEDITO VALADARES;;PREENCHIMENTO OPCIONAL;;195;INVÁLIDO;;;;ONCA DO PITANGUI;-19,73192770;-44,80750570;09/01/2019;07:00:00;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);UNIDADE;RECUPERADO;6;7,00
