Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Data Fato;Horário Fato;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Situação Material;Qtde Materiais;Qtde/Volume Material
2019-004371070-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01155;TENTADO;RUA;MARIA JOSE ALVES DA SILVA;;PREENCHIMENTO OPCIONAL;;770;NOSSA SENHORA DA PIEDADE;;;ESCOLA TABELIAO JOÃO ROCHA;POMPEU;-19,22787140;-45,00942330;29/01/2019;01:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;OUTROS - SITUACAO DO MATERIAL;1;0,00
2019-004371707-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;GUSTAVO CAPANEMA;;PREENCHIMENTO OPCIONAL;;402;CENTRO;;;HOSPITAL DE BIQUINHAS;BIQUINHAS;-18,78174420;-45,49976800;29/01/2019;00:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-004373734-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;B01129;CONSUMADO;AVENIDA;FRANCISCO TEOTONIO DE CASTRO;;PREENCHIMENTO OPCIONAL;;641;SAO JOSE;;;BAR DA VÁLERIA.;SANTO ANTONIO DO MONTE;-20,09362940;-45,28342170;29/01/2019;01:50:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;2;2,00
2019-004376753-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;BRASIL;;PREENCHIMENTO OPCIONAL;;51;CENTRO;;;HOTEL SANTO ANTONIO.;LAGOA DA PRATA;-20,02283220;-45,54280520;29/01/2019;04:04:18;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004381258-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;ATAIDE VALADARES;;PREENCHIMENTO OPCIONAL;;240;CENTRO;;;;PITANGUI;-19,68840240;-44,89188970;29/01/2019;06:50:18;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-004382369-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;PRIMEIRO DE JUNHO;;PREENCHIMENTO OPCIONAL;;686;JARDIM DOS ANJOS;;;;BOM DESPACHO;-19,74334120;-45,25086490;29/01/2019;06:27:07;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004384000-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;RUA;FRANCISCO CANDIDO;;PREENCHIMENTO OPCIONAL;;97;CENTRO;;;RODOVIARIA;SANTO ANTONIO DO MONTE;-20,08417270;-45,29691130;29/01/2019;07:20:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-004386761-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34100;CONSUMADO;RUA;TOM WALENKAMP;;PREENCHIMENTO OPCIONAL;;90;NOVA HOLANDA;;casa;;DIVINOPOLIS;-20,16967050;-44,88347290;28/01/2019;08:30:00;CARTAO DE PLANO DE SAUDE;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-004386761-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;U34100;CONSUMADO;RUA;TOM WALENKAMP;;PREENCHIMENTO OPCIONAL;;90;NOVA HOLANDA;;casa;;DIVINOPOLIS;-20,16967050;-44,88347290;28/01/2019;08:30:00;CARTAO NACIONAL DE SAUDE;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-004386790-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;ATERRO;SUCURIU DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;MORADA NOVA DE MINAS;-18,64675000;-45,38480300;12/01/2019;14:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004387465-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;CONTORNO;;PREENCHIMENTO OPCIONAL;;1874;CENTRO;;;DEPÓSITO DA EMPRESA RIBEIRO ALVIM ENGENHARIA;DIVINOPOLIS;-20,14448370;-44,88409720;29/01/2019;06:55:09;OUTROS - FERRAMENTAS EM GERAL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004387465-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;CONTORNO;;PREENCHIMENTO OPCIONAL;;1874;CENTRO;;;DEPÓSITO DA EMPRESA RIBEIRO ALVIM ENGENHARIA;DIVINOPOLIS;-20,14448370;-44,88409720;29/01/2019;06:55:09;OUTROS - FERRAMENTAS EM GERAL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);3;3,00
2019-004392022-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;AVENIDA;J;;PREENCHIMENTO OPCIONAL;;190;CIDADE NOVA;;;;CARMO DO CAJURU;-20,19824350;-44,75612770;28/01/2019;16:50:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-004393224-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;1000;CENTRO;;;LOJA PRINT LASER;DIVINOPOLIS;-20,14005400;-44,88406070;29/01/2019;07:51:30;BOLSA / MOCHILA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004393224-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;1000;CENTRO;;;LOJA PRINT LASER;DIVINOPOLIS;-20,14005400;-44,88406070;29/01/2019;07:51:30;OUTROS - EQUIP / SOFTWARE PARA INFORMATICA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-004394285-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;NAIR MENDES FERREIRA;;PREENCHIMENTO OPCIONAL;;441;INVÁLIDO;PADRE LIBÉRIO;;;PARA DE MINAS;;;29/01/2019;08:18:02;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004394285-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;NAIR MENDES FERREIRA;;PREENCHIMENTO OPCIONAL;;441;INVÁLIDO;PADRE LIBÉRIO;;;PARA DE MINAS;;;29/01/2019;08:18:02;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004394623-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I99000;CONSUMADO;RUA;MARIA JOSE DA CRUZ DO TOUREIRO;;PREENCHIMENTO OPCIONAL;;17;SAO JOSE;;;;POMPEU;-19,22965770;-45,00011950;29/01/2019;08:30:00;OUTROS - MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-004395342-001;POLICIA MILITAR;INVÁLIDO;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;INVÁLIDO;OIAPOQUES;PREENCHIMENTO OPCIONAL;;981;INVÁLIDO;;JARDIM DOS CANDIDES;;DIVINOPOLIS;;;29/01/2019;09:21:59;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004395800-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;342;CENTRO;;;;DIVINOPOLIS;-20,14579750;-44,88623780;28/01/2019;17:00:00;OUTROS - EQUIPAMENTOS DE SEGURANCA;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004395800-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;GETULIO VARGAS;;PREENCHIMENTO OPCIONAL;;342;CENTRO;;;;DIVINOPOLIS;-20,14579750;-44,88623780;28/01/2019;17:00:00;OUTROS - EQUIPAMENTOS ESPORTIVOS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004412263-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;TRES;;PREENCHIMENTO OPCIONAL;;71;RESIDENCIAL PALMEIRAS;;;;MOEMA;-19,84092580;-45,40323130;29/01/2019;10:49:14;CIGARRO DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-004412263-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;TRES;;PREENCHIMENTO OPCIONAL;;71;RESIDENCIAL PALMEIRAS;;;;MOEMA;-19,84092580;-45,40323130;29/01/2019;10:49:14;MACONHA PRENSADA (BARRA / TABLETE);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-004421762-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;GUATEMALA;;PREENCHIMENTO OPCIONAL;;791;SANTA ROSA;;;;DIVINOPOLIS;-20,17044700;-44,86044140;29/01/2019;12:03:19;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004421972-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;SANTA CLARA;;PREENCHIMENTO OPCIONAL;;331;PADRE EUSTAQUIO;;;;DIVINOPOLIS;-20,17051290;-44,84928060;29/01/2019;11:23:46;MACONHA PRENSADA (BARRA / TABLETE);UNIDADE;APREENDIDO;1;1,00
2019-004421972-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;SANTA CLARA;;PREENCHIMENTO OPCIONAL;;331;PADRE EUSTAQUIO;;;;DIVINOPOLIS;-20,17051290;-44,84928060;29/01/2019;11:23:46;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;1,00
2019-004421972-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;SANTA CLARA;;PREENCHIMENTO OPCIONAL;;331;PADRE EUSTAQUIO;;;;DIVINOPOLIS;-20,17051290;-44,84928060;29/01/2019;11:23:46;PLANTACAO (PE) DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-004423094-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;G01289;CONSUMADO;RUA;DEZOITO;IRMA MARIA;PREENCHIMENTO OPCIONAL;;434.000;SÃO VICENTE;S¿O VICENTE;;;BOM DESPACHO;-19,74348530;-45,27740660;29/01/2019;11:42:19;OUTROS - TIPOS DE MOEDAS;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-004433754-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;PRACA;MELO VIANA;;PREENCHIMENTO OPCIONAL;;82;CENTRO;;;;PARA DE MINAS;-19,86450680;-44,60470230;29/01/2019;13:43:27;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004441672-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RUA;JOAQUIM SEVERO;;PREENCHIMENTO OPCIONAL;;351.000;SAO CONRADO;SÃO CONRADO;;;BAMBUI;-20,01054960;-45,97341710;29/01/2019;14:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004449290-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;RUA;CORONEL ARNALDO XAVIER CORDEIRO;;PREENCHIMENTO OPCIONAL;;974;CENTRO;;;padaria pao e mesa.;MORADA NOVA DE MINAS;-18,60336470;-45,35085740;29/01/2019;14:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;1,00
2019-004461896-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;PERICLES GOMIDE;PREENCHIMENTO OPCIONAL;;458;INVÁLIDO;CENTRO;;;ITAUNA;;;29/01/2019;15:49:11;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-004461896-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;PERICLES GOMIDE;PREENCHIMENTO OPCIONAL;;458;INVÁLIDO;CENTRO;;;ITAUNA;;;29/01/2019;15:49:11;OUTROS - COCAINA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-004461896-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;PERICLES GOMIDE;PREENCHIMENTO OPCIONAL;;458;INVÁLIDO;CENTRO;;;ITAUNA;;;29/01/2019;15:49:11;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;APREENDIDO;3;3,00
2019-004461990-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;CARDOSOS;;PREENCHIMENTO OPCIONAL;;575;SAO CRISTOVAO;;;;PARA DE MINAS;-19,84724850;-44,60425320;29/01/2019;14:02:18;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004463735-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;PRACA;PADRE ALTAMIRO DE FARIA;;PREENCHIMENTO OPCIONAL;;178;CENTRO;;;;SAO SEBASTIAO DO OESTE;-20,27423410;-45,00267980;29/01/2019;13:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;OUTROS - SITUACAO DO MATERIAL;1;1,00
2019-004467614-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;BELGO MINEIRA;;PREENCHIMENTO OPCIONAL;;75.0000;GRACAS;GRAÇAS;;ESQUINA COM AV SÃO JOÃO;ITAUNA;-20,06629130;-44,58383200;29/01/2019;15:00:00;OUTROS - ACESSORIO / PECA / ESTRUTURA DE VEICULO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;2,00
2019-004470044-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;DOM PEDRO II;;PREENCHIMENTO OPCIONAL;;447;SANTO ANTONIO;;;;ABAETE;-19,15612760;-45,45205300;28/01/2019;14:00:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004471995-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;RUA;PROFESSOR ANTONIO RIBEIRO;;PREENCHIMENTO OPCIONAL;;905;CENTRO;;;;MORADA NOVA DE MINAS;-18,60523720;-45,35965970;29/01/2019;16:15:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;1,00
2019-004474450-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;DOUTOR JOSE GONCALVES;;PREENCHIMENTO OPCIONAL;;55;CENTRO;;SALA UM;LOJA LUMME;BOM DESPACHO;-19,73611550;-45,25015150;29/01/2019;16:02:23;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004481659-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;C01155;CONSUMADO;PRACA;NELSON PELEGRINO;;PREENCHIMENTO OPCIONAL;;0;BOM PASTOR;;;;DIVINOPOLIS;-20,12464890;-44,88579950;29/01/2019;16:15:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;RECUPERADO;1;1,00
2019-004483918-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MATO GROSSO;;PREENCHIMENTO OPCIONAL;;1296;CENTRO;;;;DIVINOPOLIS;-20,13797510;-44,89278420;26/01/2019;20:00:00;OUTROS - EQUIPAMENTOS ESPORTIVOS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004485120-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MATO GROSSO;;PREENCHIMENTO OPCIONAL;;1001;JARDIM NOVA AMERICA;;;;DIVINOPOLIS;-20,14018680;-44,89380470;29/01/2019;17:34:56;CHAVEIRO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004485120-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;MATO GROSSO;;PREENCHIMENTO OPCIONAL;;1001;JARDIM NOVA AMERICA;;;;DIVINOPOLIS;-20,14018680;-44,89380470;29/01/2019;17:34:56;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004493287-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;RIO GRANDE DO SUL;PREENCHIMENTO OPCIONAL;;1115;INVÁLIDO;LINCOLN NOGUEIRA;;;NOVA SERRANA;;;29/01/2019;17:54:29;JOGOS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004493287-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;RIO GRANDE DO SUL;PREENCHIMENTO OPCIONAL;;1115;INVÁLIDO;LINCOLN NOGUEIRA;;;NOVA SERRANA;;;29/01/2019;17:54:29;OUTROS - VESTUARIO EM GERAL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004493287-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;RIO GRANDE DO SUL;PREENCHIMENTO OPCIONAL;;1115;INVÁLIDO;LINCOLN NOGUEIRA;;;NOVA SERRANA;;;29/01/2019;17:54:29;PULSEIRA / BRACELETE;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004493287-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;RIO GRANDE DO SUL;PREENCHIMENTO OPCIONAL;;1115;INVÁLIDO;LINCOLN NOGUEIRA;;;NOVA SERRANA;;;29/01/2019;17:54:29;RELOGIO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-004493287-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;RIO GRANDE DO SUL;PREENCHIMENTO OPCIONAL;;1115;INVÁLIDO;LINCOLN NOGUEIRA;;;NOVA SERRANA;;;29/01/2019;17:54:29;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-004495979-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;AVENIDA;IDALINA MARIA DE JESUS;;PREENCHIMENTO OPCIONAL;;153;SAO JOAO;;;;ABAETE;-19,14513840;-45,45522600;29/01/2019;18:31:25;CIGARRO DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-004495994-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;NAIR MARIA DE OLIVEIRA;PREENCHIMENTO OPCIONAL;;161;INVÁLIDO;VILA DAS ROSEIRAS;;;DIVINOPOLIS;;;29/01/2019;18:06:49;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-004497006-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;RUTH BRANDAO AZEREDO;;PREENCHIMENTO OPCIONAL;;2443.00;MARIA ANGELICA DE CASTRO;SAO JOSE;;;SANTO ANTONIO DO MONTE;-20,09759840;-45,27615190;29/01/2019;16:30:00;BUCHA DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;6,00
2019-004497006-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;RUTH BRANDAO AZEREDO;;PREENCHIMENTO OPCIONAL;;2443.00;MARIA ANGELICA DE CASTRO;SAO JOSE;;;SANTO ANTONIO DO MONTE;-20,09759840;-45,27615190;29/01/2019;16:30:00;MACONHA PRENSADA (BARRA / TABLETE);PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-004497006-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;RUTH BRANDAO AZEREDO;;PREENCHIMENTO OPCIONAL;;2443.00;MARIA ANGELICA DE CASTRO;SAO JOSE;;;SANTO ANTONIO DO MONTE;-20,09759840;-45,27615190;29/01/2019;16:30:00;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-004497006-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;RUTH BRANDAO AZEREDO;;PREENCHIMENTO OPCIONAL;;2443.00;MARIA ANGELICA DE CASTRO;SAO JOSE;;;SANTO ANTONIO DO MONTE;-20,09759840;-45,27615190;29/01/2019;16:30:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;PREENCHIMENTO OPCIONAL;APREENDIDO;1;2,00
2019-004497006-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;RUTH BRANDAO AZEREDO;;PREENCHIMENTO OPCIONAL;;2443.00;MARIA ANGELICA DE CASTRO;SAO JOSE;;;SANTO ANTONIO DO MONTE;-20,09759840;-45,27615190;29/01/2019;16:30:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-004502013-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;C01157;CONSUMADO;POVOADO;TAVARES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,27033300;-44,85145530;29/01/2019;18:38:11;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004502013-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;C01157;CONSUMADO;POVOADO;TAVARES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,27033300;-44,85145530;29/01/2019;18:38:11;OUTROS - UTENSILIOS CAMA / MESA / BANHO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004503782-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;FAZENDA;INVÁLIDO;SAO JUDAS TADEU;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;PARA DE MINAS;;;29/01/2019;18:40:57;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-004503964-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;TRES BARRAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;POVOADO TIRA CHAPEU;SAO SEBASTIAO DO OESTE;-20,25047200;-45,10050930;29/01/2019;17:30:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
