UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
PE;INGAZEIRA;132;46;0;7;0;0;7;0;0;2;68;0;2;0;0;0;0;0;0;0;0;0;2001
PE;IPOJUCA;2849;1599;0;289;23;52;332;0;1;99;262;5;49;0;71;62;0;0;0;0;5;0;2001
PE;IPUBI;597;146;0;77;13;7;64;0;0;4;249;7;11;0;2;17;0;0;0;0;0;0;2001
PE;ITACURUBA;169;90;0;9;0;2;38;0;0;0;29;0;1;0;0;0;0;0;0;0;0;0;2001
PE;ITAIBA;707;153;0;44;0;7;94;0;0;7;383;17;2;0;0;0;0;0;0;0;0;0;2001
PE;ITAMARACA;1014;646;0;40;0;13;181;0;0;21;90;1;5;0;10;7;0;0;0;0;0;0;2001
PE;ITAMBE;2561;844;0;227;11;23;240;0;0;5;961;197;35;0;8;9;0;1;0;0;0;0;2001
PE;ITAPETIM;707;227;0;27;0;7;53;0;0;2;385;2;3;0;0;0;0;1;0;0;0;0;2001
PE;ITAPISSUMA;780;367;0;27;1;9;192;0;0;116;57;1;4;0;2;4;0;0;0;0;0;0;2001
PE;ITAQUITINGA;360;184;0;11;0;8;35;0;0;3;106;4;8;0;0;1;0;0;0;0;0;0;2001
PE;JABOATAO DOS GUARARAPES;61644;40622;0;2899;465;633;6062;92;16;538;7659;159;1464;0;389;625;0;15;0;2;0;4;2001
PE;JAQUEIRA;146;88;0;19;0;3;14;0;0;2;16;0;3;0;1;0;0;0;0;0;0;0;2001
PE;JATAUBA;444;153;0;29;0;79;35;0;0;2;140;3;2;0;1;0;0;0;0;0;0;0;2001
PE;JATOBA;398;258;0;15;0;6;47;0;0;1;62;5;2;0;0;2;0;0;0;0;0;0;2001
PE;JOAO ALFREDO;1758;746;0;90;9;514;133;0;0;7;225;9;7;0;3;14;0;0;0;1;0;0;2001
PE;JOAQUIM NABUCO;364;162;0;61;0;6;24;0;0;8;57;0;5;0;36;5;0;0;0;0;0;0;2001
PE;JUCATI;355;91;0;47;0;3;22;0;0;1;183;2;6;0;0;0;0;0;0;0;0;0;2001
PE;JUPI;682;293;0;72;0;4;48;0;0;2;241;15;4;0;1;2;0;0;0;0;0;0;2001
PE;JUREMA;293;118;0;23;0;2;32;0;0;3;110;1;3;0;0;1;0;0;0;0;0;0;2001
PE;LAGOA DO CARRO;423;220;0;31;0;5;65;0;0;12;85;2;2;0;1;0;0;0;0;0;0;0;2001
PE;LAGOA DO ITAENGA;901;294;0;108;5;10;90;0;0;2;351;2;14;0;22;3;0;0;0;0;0;0;2001
PE;LAGOA DO OURO;370;57;0;27;0;1;30;0;0;8;244;0;2;0;1;0;0;0;0;0;0;0;2001
PE;LAGOA DOS GATOS;560;244;0;68;2;2;85;0;0;1;145;3;1;0;4;4;0;1;0;0;0;0;2001
PE;LAGOA GRANDE;394;124;0;29;0;6;41;1;0;5;162;10;8;0;6;2;0;0;0;0;0;0;2001
PE;LAJEDO;3287;1604;0;302;3;23;347;0;0;15;837;122;15;0;11;7;0;1;0;0;0;0;2001
PE;LIMOEIRO;5037;1904;0;267;21;101;635;0;0;20;1950;49;33;0;21;36;0;0;0;0;0;0;2001
PE;MACAPARANA;1454;597;0;91;0;31;159;0;0;7;482;71;14;0;2;0;0;0;0;0;0;0;2001
PE;MACHADOS;523;216;0;57;1;15;83;0;0;1;140;7;2;0;0;1;0;0;0;0;0;0;2001
PE;MANARI;97;24;0;6;0;1;17;0;0;3;45;1;0;0;0;0;0;0;0;0;0;0;2001
PE;MARAIAL;388;157;0;84;0;9;41;0;0;4;63;1;9;0;13;7;0;0;0;0;0;0;2001
PE;MIRANDIBA;358;127;0;42;1;4;62;0;0;1;112;9;0;0;0;0;0;0;0;0;0;0;2001
PE;MOREILANDIA;162;42;0;13;1;4;21;0;0;0;78;0;2;0;0;1;0;0;0;0;0;0;2001
PE;MORENO;2757;1555;4;235;13;29;326;0;0;19;500;5;39;0;13;19;0;0;0;0;0;0;2001
PE;NAZARE DA MATA;1729;979;0;168;9;26;199;0;0;8;284;14;16;0;15;10;0;1;0;0;0;0;2001
PE;OLINDA;53594;38647;0;1830;86;392;4169;105;21;299;6585;123;762;0;389;170;3;10;0;2;0;1;2001
PE;OROBO;968;527;0;31;0;94;85;0;0;1;214;3;10;0;2;1;0;0;0;0;0;0;2001
PE;OROCO;405;88;0;26;2;1;43;0;0;1;229;8;2;0;1;4;0;0;0;0;0;0;2001
PE;OURICURI;3954;1164;0;319;23;32;472;0;0;8;1786;89;36;0;7;17;1;0;0;0;0;0;2001
PE;PALMARES;5147;2558;0;441;29;65;348;9;1;37;1180;70;187;0;180;42;0;0;0;0;0;0;2001
PE;PALMEIRINA;180;67;0;11;0;1;10;0;0;5;85;0;0;0;1;0;0;0;0;0;0;0;2001
PE;PANELAS;766;445;0;46;1;10;125;0;0;6;114;8;6;0;4;1;0;0;0;0;0;0;2001
PE;PARANATAMA;361;126;0;22;0;0;44;0;0;2;161;2;4;0;0;0;0;0;0;0;0;0;2001
PE;PARNAMIRIM;613;172;0;55;1;4;54;0;0;0;282;39;6;0;0;0;0;0;0;0;0;0;2001
PE;PASSIRA;1127;337;0;87;0;52;182;0;0;0;450;6;9;0;4;0;0;0;0;0;0;0;2001
PE;PAUDALHO;2170;1078;0;212;5;35;233;0;0;16;535;31;16;0;4;4;0;0;0;0;0;1;2001
PE;PAULISTA;27280;19471;0;739;58;164;3041;3;8;146;3249;67;160;0;108;59;0;5;0;1;0;1;2001
PE;PEDRA;642;342;0;59;0;10;92;0;0;0;127;6;5;0;1;0;0;0;0;0;0;0;2001
PE;PESQUEIRA;4211;2146;0;328;12;70;492;0;2;15;978;85;51;0;14;17;0;1;0;0;0;0;2001
PE;PETROLANDIA;2459;1241;0;206;12;37;347;0;0;1;552;39;8;0;7;9;0;0;0;0;0;0;2001
PE;PETROLINA;25216;11988;0;1592;62;576;2977;9;6;190;6428;879;207;0;220;77;0;3;0;1;0;1;2001
PE;POCAO;719;262;0;30;2;30;38;0;0;6;336;8;0;0;3;4;0;0;0;0;0;0;2001
PE;POMBOS;1236;459;0;147;1;8;231;0;0;2;363;12;8;0;4;1;0;0;0;0;0;0;2001
PE;PRIMAVERA;302;125;0;38;1;6;33;0;0;2;44;0;17;0;36;0;0;0;0;0;0;0;2001
PE;QUIPAPA;274;167;0;25;0;7;37;0;0;7;23;0;7;0;1;0;0;0;0;0;0;0;2001
PE;QUIXABA;251;30;0;5;0;0;49;0;0;2;165;0;0;0;0;0;0;0;0;0;0;0;2001
PE;RECIFE;288020;214326;1;9876;1000;3812;24153;117;131;1170;26571;709;2172;0;2501;1333;2;64;0;40;2;40;2001
PE;RIACHO DAS ALMAS;977;443;0;104;1;17;72;0;0;1;306;8;19;0;4;2;0;0;0;0;0;0;2001
PE;RIBEIRAO;1776;1046;0;162;0;15;184;1;2;26;280;6;32;0;20;0;0;0;0;0;0;2;2001
PE;RIO FORMOSO;760;421;0;69;1;3;162;0;0;2;74;2;13;0;11;2;0;0;0;0;0;0;2001
PE;SAIRE;505;243;0;52;1;6;57;0;0;1;129;0;12;0;2;2;0;0;0;0;0;0;2001
PE;SALGADINHO;174;67;0;5;0;22;15;0;0;1;62;0;2;0;0;0;0;0;0;0;0;0;2001
PE;SALGUEIRO;6019;2199;0;286;27;62;619;1;4;17;2427;296;18;0;21;40;2;0;0;0;0;0;2001
PE;SALOA;518;179;0;30;0;7;39;0;0;3;256;2;1;0;0;1;0;0;0;0;0;0;2001
PE;SANHARO;825;360;0;57;0;17;89;0;0;1;248;42;8;0;2;0;0;1;0;0;0;0;2001
PE;SANTA CRUZ;409;70;0;32;1;4;39;0;0;2;245;7;7;0;1;1;0;0;0;0;0;0;2001
PE;SANTA CRUZ DA BAIXA VERDE;616;119;0;104;4;8;39;0;0;1;335;2;0;0;0;4;0;0;0;0;0;0;2001
PE;SANTA CRUZ DO CAPIBARIBE;9309;3362;0;313;28;295;681;0;1;12;3585;936;19;0;55;21;0;1;0;0;0;0;2001
PE;SANTA FILOMENA;313;15;0;16;0;0;28;0;0;0;247;0;7;0;0;0;0;0;0;0;0;0;2001
PE;SANTA MARIA DA BOA VISTA;1142;346;0;80;0;9;129;0;0;7;547;8;13;0;2;1;0;0;0;0;0;0;2001
PE;SANTA MARIA DO CAMBUCA;460;175;0;67;1;28;33;0;0;3;138;5;7;0;2;1;0;0;0;0;0;0;2001
PE;SANTA TEREZINHA;384;102;0;18;0;1;53;0;0;4;204;0;2;0;0;0;0;0;0;0;0;0;2001
PE;SAO BENEDITO DO SUL;144;73;0;16;0;2;18;0;0;2;25;1;5;0;2;0;0;0;0;0;0;0;2001
PE;SAO BENTO DO UNA;2608;807;0;354;50;25;278;0;0;10;938;34;27;0;8;77;0;0;0;0;0;0;2001
PE;SAO CAITANO;1672;734;0;139;10;22;150;0;0;3;526;50;16;0;14;8;0;0;0;0;0;0;2001
PE;SAO JOAO;418;153;0;37;0;3;33;0;0;10;178;2;1;0;0;1;0;0;0;0;0;0;2001
PE;SAO JOAQUIM DO MONTE;605;280;0;36;1;29;56;0;0;3;187;4;7;0;2;0;0;0;0;0;0;0;2001
PE;SAO JOSE DA COROA GRANDE;406;254;0;33;0;8;49;0;0;2;34;5;5;0;14;2;0;0;0;0;0;0;2001
PE;SAO JOSE DO BELMONTE;1772;713;0;158;3;18;392;0;0;1;439;27;16;0;3;2;0;0;0;0;0;0;2001
PE;SAO JOSE DO EGITO;3370;1338;0;240;29;21;399;0;0;9;1198;39;23;0;10;64;0;0;0;0;0;0;2001
PE;SAO LOURENCO DA MATA;5098;3199;0;209;10;32;796;21;1;43;461;7;296;0;17;5;0;1;0;0;0;0;2001
PE;SAO VICENTE FERRER;641;228;0;60;0;16;88;0;0;2;215;25;5;0;1;1;0;0;0;0;0;0;2001
PE;SERRA TALHADA;8190;3002;0;815;74;109;702;0;0;17;3110;224;27;0;29;77;2;1;0;0;0;1;2001
PE;SERRITA;473;199;0;36;1;5;67;0;0;0;147;13;2;0;2;1;0;0;0;0;0;0;2001
PE;SERTANIA;3640;1052;0;228;7;27;294;0;0;11;1928;60;12;0;10;11;0;0;0;0;0;0;2001
PE;SIRINHAEM;1074;528;0;129;4;13;181;0;0;9;128;0;15;0;65;2;0;0;0;0;0;0;2001
PE;SOLIDAO;135;45;0;4;0;0;22;0;0;0;60;4;0;0;0;0;0;0;0;0;0;0;2001
PE;SURUBIM;5303;2153;0;379;73;325;393;0;1;14;1694;104;29;0;37;99;0;1;0;0;0;1;2001
PE;TABIRA;1888;656;0;69;2;9;164;0;0;4;941;31;5;0;3;4;0;0;0;0;0;0;2001
PE;TACAIMBO;409;188;0;29;0;14;52;0;0;0;116;3;5;0;1;1;0;0;0;0;0;0;2001
PE;TACARATU;275;85;0;20;12;8;81;0;0;4;45;2;3;0;1;14;0;0;0;0;0;0;2001
PE;TAMANDARE;430;242;0;32;0;9;51;0;0;5;74;4;6;0;7;0;0;0;0;0;0;0;2001
PE;TAQUARITINGA DO NORTE;1263;719;0;90;4;57;131;0;0;5;207;30;7;0;10;3;0;0;0;0;0;0;2001
PE;TEREZINHA;166;56;0;5;0;2;15;0;0;3;82;1;1;0;0;1;0;0;0;0;0;0;2001
PE;TERRA NOVA;376;100;0;50;0;1;33;0;0;1;183;6;2;0;0;0;0;0;0;0;0;0;2001
PE;TIMBAUBA;7061;2344;0;439;20;126;589;0;4;11;2815;596;27;0;57;32;0;0;0;0;0;1;2001
PE;TORITAMA;1761;969;0;98;3;59;188;0;0;9;368;51;7;0;5;3;0;1;0;0;0;0;2001
PE;TRACUNHAEM;270;147;0;17;1;0;45;0;0;12;41;0;7;0;0;0;0;0;0;0;0;0;2001
PE;TRINDADE;1097;312;0;136;17;8;94;0;0;4;436;72;4;0;1;13;0;0;0;0;0;0;2001
PE;TRIUNFO;1083;364;0;111;3;13;166;0;0;4;411;5;3;0;0;2;0;1;0;0;0;0;2001
PE;TUPANATINGA;692;200;0;53;0;7;78;0;0;2;342;5;3;0;1;1;0;0;0;0;0;0;2001
PE;TUPARETAMA;695;218;0;47;8;4;35;0;0;4;361;9;4;0;0;5;0;0;0;0;0;0;2001
PE;VENTUROSA;528;241;0;77;1;11;93;0;0;2;86;10;3;0;3;1;0;0;0;0;0;0;2001
PE;VERDEJANTE;371;124;0;23;0;2;33;0;0;1;171;12;5;0;0;0;0;0;0;0;0;0;2001
PE;VERTENTE DO LERIO;322;106;0;25;1;21;18;0;0;0;149;0;1;0;0;1;0;0;0;0;0;0;2001
PE;VERTENTES;704;413;0;80;0;25;60;0;0;3;102;3;14;0;3;1;0;0;0;0;0;0;2001
PE;VICENCIA;1568;860;0;173;5;15;190;0;0;6;232;33;29;0;12;13;0;0;0;0;0;0;2001
PE;VITORIA DE SANTO ANTAO;13191;5588;0;1841;87;130;1631;0;1;42;3348;116;216;0;65;122;0;3;0;0;0;1;2001
PE;XEXEU;188;115;0;19;0;1;19;0;0;5;22;2;2;0;3;0;0;0;0;0;0;0;2001
PI;ACAUA;81;1;0;2;0;0;2;0;0;1;74;1;0;0;0;0;0;0;0;0;0;0;2001
PI;AGRICOLANDIA;61;13;0;4;0;0;6;0;0;0;33;4;1;0;0;0;0;0;0;0;0;0;2001
PI;AGUA BRANCA;915;206;0;40;1;3;112;0;0;1;497;51;2;0;1;1;0;0;0;0;0;0;2001
PI;ALAGOINHA DO PIAUI;33;6;0;4;0;0;2;0;0;0;20;0;1;0;0;0;0;0;0;0;0;0;2001
PI;ALEGRETE DO PIAUI;67;10;0;4;0;1;2;0;0;2;47;0;1;0;0;0;0;0;0;0;0;0;2001
PI;ALTO LONGA;84;12;0;7;0;0;6;0;0;1;53;5;0;0;0;0;0;0;0;0;0;0;2001
PI;ALTOS;973;352;0;72;0;6;78;0;0;2;403;52;6;0;2;0;0;0;0;0;0;0;2001
PI;ALVORADA DO GURGUEIA;6;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2001
PI;AMARANTE;183;68;0;12;0;1;36;0;0;0;57;8;1;0;0;0;0;0;0;0;0;0;2001
PI;ANGICAL DO PIAUI;55;14;0;1;0;0;8;0;0;0;24;8;0;0;0;0;0;0;0;0;0;0;2001
PI;ANISIO DE ABREU;32;7;0;3;0;1;8;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;2001
PI;ANTONIO ALMEIDA;10;1;0;3;0;0;1;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;2001
PI;AROAZES;42;10;0;2;0;0;8;0;0;0;19;2;1;0;0;0;0;0;0;0;0;0;2001
PI;ARRAIAL;6;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;ASSUNCAO DO PIAUI;22;0;0;3;0;0;4;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;2001
PI;AVELINO LOPES;62;6;0;8;0;1;32;0;0;7;7;0;1;0;0;0;0;0;0;0;0;0;2001
PI;BAIXA GRANDE DO RIBEIRO;8;1;0;1;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BARRA D'ALCANTARA;40;2;0;1;0;0;7;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BARRAS;1141;160;0;46;0;11;80;0;0;1;706;129;6;0;2;0;0;0;0;0;0;0;2001
PI;BARREIRAS DO PIAUI;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BARRO DURO;245;61;0;32;0;0;41;0;0;2;107;2;0;0;0;0;0;0;0;0;0;0;2001
PI;BATALHA;348;53;0;13;0;0;49;0;0;1;211;18;3;0;0;0;0;0;0;0;0;0;2001
PI;BELA VISTA DO PIAUI;29;3;0;1;0;2;12;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BELEM DO PIAUI;8;1;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BENEDITINOS;61;10;0;10;0;1;5;0;0;1;27;6;1;0;0;0;0;0;0;0;0;0;2001
PI;BERTOLINIA;10;4;0;2;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BETANIA DO PIAUI;87;1;0;0;0;0;9;0;0;2;74;1;0;0;0;0;0;0;0;0;0;0;2001
PI;BOA HORA;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BOCAINA;108;28;0;4;0;2;12;0;0;1;54;7;0;0;0;0;0;0;0;0;0;0;2001
PI;BOM JESUS;527;176;0;48;6;17;100;0;0;0;164;8;2;0;1;5;0;0;0;0;0;0;2001
PI;BOM PRINCIPIO DO PIAUI;17;6;0;1;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BONFIM DO PIAUI;25;2;0;0;0;1;7;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BOQUEIRAO DO PIAUI;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BRASILEIRA;15;1;0;0;0;0;1;0;0;0;8;5;0;0;0;0;0;0;0;0;0;0;2001
PI;BREJO DO PIAUI;15;3;0;2;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;BURITI DOS LOPES;140;55;0;4;0;3;14;0;0;0;53;11;0;0;0;0;0;0;0;0;0;0;2001
PI;BURITI DOS MONTES;4;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CABECEIRAS DO PIAUI;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CAJAZEIRAS DO PIAUI;20;1;0;0;0;1;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CAJUEIRO DA PRAIA;11;3;0;1;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CALDEIRAO GRANDE DO PIAUI;43;11;0;1;0;1;4;0;0;0;25;0;1;0;0;0;0;0;0;0;0;0;2001
PI;CAMPINAS DO PIAUI;25;7;0;0;0;0;7;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;2001
PI;CAMPO ALEGRE DO FIDALGO;7;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CAMPO GRANDE DO PIAUI;63;14;0;2;0;4;11;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CAMPO LARGO DO PIAUI;10;1;0;0;0;0;2;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CAMPO MAIOR;4291;994;0;207;5;25;360;1;0;7;2153;517;16;0;2;4;0;0;0;0;0;0;2001
PI;CANAVIEIRA;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CANTO DO BURITI;453;166;0;37;2;7;112;0;0;1;113;7;4;0;1;3;0;0;0;0;0;0;2001
PI;CAPITAO DE CAMPOS;27;13;0;2;0;1;3;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;2001
PI;CAPITAO GERVASIO OLIVEIRA;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CARACOL;65;12;0;9;0;2;10;0;0;1;29;2;0;0;0;0;0;0;0;0;0;0;2001
PI;CARAUBAS DO PIAUI;29;3;0;5;0;0;10;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;2001
PI;CARIDADE DO PIAUI;36;5;0;4;0;0;3;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CASTELO DO PIAUI;89;14;0;6;0;0;9;0;0;0;58;2;0;0;0;0;0;0;0;0;0;0;2001
PI;CAXINGO;13;2;0;2;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2001
PI;COCAL;528;117;0;25;3;3;101;0;0;0;263;12;1;0;0;3;0;0;0;0;0;0;2001
PI;COCAL DE TELHA;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;COCAL DOS ALVES;11;1;0;1;0;1;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;COIVARAS;23;4;0;1;0;0;3;0;0;0;13;1;1;0;0;0;0;0;0;0;0;0;2001
PI;COLONIA DO GURGUEIA;20;9;0;1;0;0;7;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2001
PI;COLONIA DO PIAUI;22;7;0;1;0;1;4;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;2001
PI;CONCEICAO DO CANINDE;24;2;0;1;0;0;7;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CORONEL JOSE DIAS;27;9;0;2;0;2;3;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;2001
PI;CORRENTE;480;207;0;31;2;14;120;0;0;3;95;5;0;0;1;2;0;0;0;0;0;0;2001
PI;CRISTALANDIA DO PIAUI;17;6;0;1;0;0;4;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;2001
PI;CRISTINO CASTRO;120;40;0;13;0;1;27;0;0;1;32;2;4;0;0;0;0;0;0;0;0;0;2001
PI;CURIMATA;16;3;0;2;0;1;7;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2001
PI;CURRAIS;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CURRAL NOVO DO PIAUI;8;0;0;0;0;0;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;2001
PI;CURRALINHOS;4;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2001
PI;DEMERVAL LOBAO;59;24;0;7;0;0;6;0;0;2;16;3;1;0;0;0;0;0;0;0;0;0;2001
PI;DIRCEU ARCOVERDE;26;1;0;2;0;0;9;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;2001
PI;DOM EXPEDITO LOPES;234;53;0;28;8;4;36;0;0;3;87;8;0;0;5;2;0;0;0;0;0;0;2001
PI;DOM INOCENCIO;22;1;0;2;0;1;7;0;0;1;8;0;2;0;0;0;0;0;0;0;0;0;2001
PI;DOMINGOS MOURAO;11;4;0;0;0;2;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2001
PI;ELESBAO VELOSO;426;109;0;24;1;5;97;0;0;3;179;6;2;0;0;0;0;0;0;0;0;0;2001
PI;ELISEU MARTINS;27;9;0;3;0;1;3;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;2001
PI;ESPERANTINA;1861;329;0;69;2;9;215;0;0;7;1099;120;6;0;0;3;0;2;0;0;0;0;2001
PI;FARTURA DO PIAUI;10;2;0;1;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2001
PI;FLORES DO PIAUI;19;3;0;2;0;0;2;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;2001
PI;FLORESTA DO PIAUI;9;2;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2001
PI;FLORIANO;8724;3223;0;573;35;204;1120;0;6;27;2926;553;14;0;9;33;0;1;0;0;0;0;2001
PI;FRANCINOPOLIS;50;10;0;4;0;0;5;0;0;2;28;1;0;0;0;0;0;0;0;0;0;0;2001
PI;FRANCISCO AYRES;5;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;FRANCISCO MACEDO;43;6;0;2;0;1;4;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;2001
PI;FRANCISCO SANTOS;81;23;0;16;0;0;16;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;2001
PI;FRONTEIRAS;806;197;0;49;3;7;87;0;0;2;447;5;3;0;1;3;0;1;0;1;0;0;2001
PI;GEMINIANO;92;13;0;1;0;0;16;0;0;1;58;0;3;0;0;0;0;0;0;0;0;0;2001
PI;GILBUES;63;18;0;2;1;5;7;0;0;0;29;0;0;0;0;1;0;0;0;0;0;0;2001
PI;GUADALUPE;439;162;0;20;0;6;50;0;0;3;146;51;1;0;0;0;0;0;0;0;0;0;2001
PI;GUARIBAS;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;HUGO NAPOLEAO;86;15;0;2;0;0;8;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;2001
PI;ILHA GRANDE;67;11;0;0;0;2;5;0;0;1;40;8;0;0;0;0;0;0;0;0;0;0;2001
PI;INHUMA;446;117;0;48;0;4;106;0;0;3;158;7;3;0;0;0;0;0;0;0;0;0;2001
PI;IPIRANGA DO PIAUI;114;30;0;13;0;3;13;0;0;2;42;8;3;0;0;0;0;0;0;0;0;0;2001
PI;ISAIAS COELHO;52;6;0;1;0;2;7;0;0;0;35;0;1;0;0;0;0;0;0;0;0;0;2001
PI;ITAINOPOLIS;116;15;0;8;0;3;11;0;0;1;67;10;0;0;0;1;0;0;0;0;0;0;2001
PI;ITAUEIRA;367;66;0;10;6;2;56;0;0;2;208;9;0;0;0;8;0;0;0;0;0;0;2001
PI;JACOBINA DO PIAUI;218;8;0;5;0;0;8;0;0;1;194;2;0;0;0;0;0;0;0;0;0;0;2001
PI;JAICOS;482;104;0;30;0;3;82;0;0;4;243;14;2;0;0;0;0;0;0;0;0;0;2001
PI;JARDIM DO MULATO;10;1;0;0;0;0;2;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;2001
PI;JATOBA DO PIAUI;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JERUMENHA;7;2;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JOAO COSTA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JOAQUIM PIRES;89;21;0;2;0;0;11;0;0;0;50;5;0;0;0;0;0;0;0;0;0;0;2001
PI;JOCA MARQUES;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JOSE DE FREITAS;622;255;0;35;0;5;86;0;0;1;222;14;2;0;1;0;0;1;0;0;0;0;2001
PI;JUAZEIRO DO PIAUI;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JULIO BORGES;4;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2001
PI;JUREMA;16;2;0;0;0;0;5;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;2001
PI;LAGOA ALEGRE;32;10;0;5;0;0;3;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;2001
PI;LAGOA DE SAO FRANCISCO;4;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2001
PI;LAGOA DO BARRO DO PIAUI;10;0;0;1;0;0;5;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2001
PI;LAGOA DO PIAUI;5;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2001
PI;LAGOA DO SITIO;25;8;0;3;0;0;4;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;2001
PI;LAGOINHA DO PIAUI;46;12;0;1;0;1;6;0;0;2;24;0;0;0;0;0;0;0;0;0;0;0;2001
PI;LANDRI SALES;5;1;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2001
