Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2020-011442990-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;FAZENDA CORREGO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;FAZENDA;FAZENDA DO EVERALDO;PAPAGAIOS;-19,38800000;-44,74691667;APREENDIDO;CARABINA / RIFLE;05/03/2020;05:56:53;1
2020-011442990-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;FAZENDA CORREGO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;FAZENDA;FAZENDA DO EVERALDO;PAPAGAIOS;-19,38800000;-44,74691667;APREENDIDO;ESPINGARDA / ESCOPETA;05/03/2020;05:56:53;1
2020-011442990-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;FAZENDA CORREGO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;FAZENDA;FAZENDA DO EVERALDO;PAPAGAIOS;-19,38800000;-44,74691667;APREENDIDO;OUTROS - TIPO DE ARMA;05/03/2020;05:56:53;1
2020-011442990-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;FAZENDA CORREGO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;FAZENDA;FAZENDA DO EVERALDO;PAPAGAIOS;-19,38800000;-44,74691667;APREENDIDO;REVOLVER;05/03/2020;05:56:53;1
2020-011452259-001;POLICIA MILITAR;280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;ILMA DUARTE;;PREENCHIMENTO OPCIONAL;;145;SAO GERALDO;;;;NOVA SERRANA;-19,82732670;-44,95928390;APREENDIDO;PISTOLA;05/03/2020;06:20:00;1
2020-011452259-001;POLICIA MILITAR;280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;ILMA DUARTE;;PREENCHIMENTO OPCIONAL;;145;SAO GERALDO;;;;NOVA SERRANA;-19,82732670;-44,95928390;APREENDIDO;REVOLVER;05/03/2020;06:20:00;1
2020-011490041-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;JOSE LUIZ DE BARCELOS;;PREENCHIMENTO OPCIONAL;;128.000;NOSSA SENHORA DE FÁTIMA;NOSSA SENHORA DE FÁTIMA;;;PITANGUI;-19,67187800;-44,88783820;APREENDIDO;REVOLVER;05/03/2020;09:00:00;1
2020-011560433-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;AVENIDA;AMIM MATTAR;;PREENCHIMENTO OPCIONAL;;191;NOSSA SENHORA DO CARMO;;;;CARMO DO CAJURU;-20,19449070;-44,75800110;APREENDIDO;ESPINGARDA / ESCOPETA;05/03/2020;18:07:24;2
2020-011574424-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;ANGICO;;PREENCHIMENTO OPCIONAL;;711;JARDINOPOLIS;;;;DIVINOPOLIS;-20,19410660;-44,93964340;APREENDIDO;REVOLVER;05/03/2020;19:30:28;2
2020-011605784-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;I04033;CONSUMADO;RODOVIA;BR 354;;PREENCHIMENTO OPCIONAL;;504;INVÁLIDO;;;;FORMIGA;-20,47322450;-45,39686180;APREENDIDO;GARRUCHA;05/03/2020;22:10:00;1
2020-011725597-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;2 ESQ PMONT/RCAT/CPE;E03012;CONSUMADO;RUA;ITAPECERICA;;PREENCHIMENTO OPCIONAL;;82;DISTRITO MONSENHOR JOAO ALEXANDRE;;;;CLAUDIO;-20,36743380;-44,68526750;APREENDIDO;ESPINGARDA POLVEIRA;06/03/2020;16:14:53;2
2020-011727241-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;ITAJUBA;;PREENCHIMENTO OPCIONAL;;281;BOM PASTOR;;;;DIVINOPOLIS;-20,11830290;-44,88343540;APREENDIDO;PISTOLA;06/03/2020;16:06:30;1
2020-011727241-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;ITAJUBA;;PREENCHIMENTO OPCIONAL;;281;BOM PASTOR;;;;DIVINOPOLIS;-20,11830290;-44,88343540;APREENDIDO;REVOLVER;06/03/2020;16:06:30;1
2020-011798560-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;BRASILIA;;PREENCHIMENTO OPCIONAL;;634;BELA VISTA;;CASA;;DIVINOPOLIS;-20,17656220;-44,90691970;APREENDIDO;ARMAS DE FOGO DISSIMULADAS (USO RESTRITO);06/03/2020;21:18:18;1
2020-011800022-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;RUA;JOAO CARLOS DE CAMARGO;;PREENCHIMENTO OPCIONAL;;11.0000;GUARA;NOVA CAP;;;MORADA NOVA DE MINAS;-18,60230270;-45,34560120;APREENDIDO;REVOLVER;06/03/2020;22:35:00;1
2020-011917998-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01121;CONSUMADO;RUA;ANGELO NOGUEIRA;;PREENCHIMENTO OPCIONAL;;57;PADRE LIBERIO;;;;PARA DE MINAS;-19,82521040;-44,59847040;APREENDIDO;PISTOLA;07/03/2020;18:20:50;1
2020-011917998-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01121;CONSUMADO;RUA;ANGELO NOGUEIRA;;PREENCHIMENTO OPCIONAL;;57;PADRE LIBERIO;;;;PARA DE MINAS;-19,82521040;-44,59847040;APREENDIDO;REVOLVER;07/03/2020;18:20:50;1
2020-011925678-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;JK;;PREENCHIMENTO OPCIONAL;;2098;PADRE LIBERIO;;;Posto de Gasolina;DIVINOPOLIS;-20,12037050;-44,88266300;APREENDIDO;REVOLVER;07/03/2020;20:04:01;1
2020-011947912-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;JOAO LARA;;PREENCHIMENTO OPCIONAL;;119;PLANALTO;;;;DIVINOPOLIS;-20,14495090;-44,90667160;APREENDIDO;REVOLVER;07/03/2020;23:14:08;1
2020-012071006-002;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;RIO TOCANTINS;;PREENCHIMENTO OPCIONAL;;181;ALTO SAO FRANCISCO;;;;MARTINHO CAMPOS;-19,31767860;-45,23752240;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);09/03/2020;06:00:00;1
2020-012140027-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B01147;CONSUMADO;AVENIDA;DOUTOR JOAO VAZ SOBRINHO;;PREENCHIMENTO OPCIONAL;;1600;INVÁLIDO;;FÁBRICA DE GELO;;ARCOS;-20,27692070;-45,54208540;APREENDIDO;PISTOLA;09/03/2020;09:17:56;1
2020-012399463-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;BOM DESPACHO;-19,65933190;-45,26768030;APREENDIDO;ESPINGARDA / ESCOPETA;10/03/2020;14:45:35;1
2020-012399463-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;BOM DESPACHO;-19,65933190;-45,26768030;APREENDIDO;REVOLVER;10/03/2020;14:45:35;1
2020-012450846-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;GUARANI;;PREENCHIMENTO OPCIONAL;;399;MARISA;;;;NOVA SERRANA;-19,88044840;-44,98294070;APREENDIDO;REVOLVER;10/03/2020;18:10:51;1
2020-012476794-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;ROSA ANA DA CONCEICAO;;PREENCHIMENTO OPCIONAL;;993;SAO GERALDO IL;;;;NOVA SERRANA;-19,88118300;-44,96861280;APREENDIDO;REVOLVER;10/03/2020;20:34:30;1
2020-012642595-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03164;CONSUMADO;RUA;SANTA RITA DE CASSIA;;PREENCHIMENTO OPCIONAL;;394;PROLONGAMENTO BOM PASTOR;;;;DIVINOPOLIS;-20,11351530;-44,87848040;APREENDIDO;REVOLVER;11/03/2020;17:46:12;1
2020-012714791-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;CAIO NOTINI;;PREENCHIMENTO OPCIONAL;;560;NOSSA SENHORA DAS GRACAS;;;;DIVINOPOLIS;-20,16242810;-44,88132440;APREENDIDO;PISTOLA;12/03/2020;03:14:05;1
2020-012763688-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;PRACA;MARIO ERNESTO;;PREENCHIMENTO OPCIONAL;;0;BEIJA FLOR;;;;NOVA SERRANA;-19,87728320;-44,98271260;APREENDIDO;REVOLVER;12/03/2020;10:23:33;1
2020-012877619-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;HELENA GOMIDE PERDIANE;;PREENCHIMENTO OPCIONAL;;20;SAO JUDAS TADEU;;;;ARCOS;-20,29099860;-45,54949070;APREENDIDO;REVOLVER;12/03/2020;19:48:11;1
2020-012948300-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;MORRO DO CHAPEU;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,80241700;-45,05527800;APREENDIDO;REVOLVER;13/03/2020;08:34:39;1
2020-012968915-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;CLEIDER FERREIRA DE FARIA;;IVOLINA MACHADO RODRIGUES;;;SANTA EDWIGES DOIS;;;;ITAUNA;-20,10297380;-44,58469990;APREENDIDO;ESPINGARDA POLVEIRA;13/03/2020;10:36:52;1
2020-012977697-001;POLICIA MILITAR;63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;BOA VISTA E SANTIAGO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;Zona rural;;Região Coqueiro de Espinho;BAMBUI;-20,17905556;-46,04477778;APREENDIDO;ESPINGARDA / ESCOPETA;13/03/2020;11:23:07;2
2020-013123293-001;POLICIA MILITAR;280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;MARANHAO;;PREENCHIMENTO OPCIONAL;;3210;PLANALTO;;;;NOVA SERRANA;-19,86567770;-44,97625750;APREENDIDO;REVOLVER;14/03/2020;00:58:20;1
2020-013126529-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;220;TREVO;;;;POMPEU;-19,22959300;-44,99501850;APREENDIDO;REVOLVER;14/03/2020;02:20:00;1
2020-013148269-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;CRAVO;;PREENCHIMENTO OPCIONAL;;501;DEL REY;;;;DIVINOPOLIS;-20,13983140;-44,85533230;APREENDIDO;PISTOLA;14/03/2020;08:01:48;1
2020-013159544-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;2 CIA ROTAM/BTL ROTAM/CPE;B01121;TENTADO;RUA;PROFESSOR CESARIO MENDES;;PREENCHIMENTO OPCIONAL;;18;CENTRO;;n 11;;ITAPECERICA;-20,47110670;-45,12718370;APREENDIDO;REVOLVER;14/03/2020;10:26:19;1
2020-013162823-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;1 CIA ROTAM/BTL ROTAM/CPE;B01129;CONSUMADO;RUA;PROFESSOR CESARIO MENDES;;PREENCHIMENTO OPCIONAL;;18;CENTRO;;;;ITAPECERICA;-20,47110670;-45,12718370;APREENDIDO;FUZIL / FUZIL DE ASSALTO (USO;14/03/2020;11:03:42;1
2020-013162823-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;1 CIA ROTAM/BTL ROTAM/CPE;B01129;CONSUMADO;RUA;PROFESSOR CESARIO MENDES;;PREENCHIMENTO OPCIONAL;;18;CENTRO;;;;ITAPECERICA;-20,47110670;-45,12718370;APREENDIDO;PISTOLA;14/03/2020;11:03:42;5
2020-013249599-001;POLICIA MILITAR;INVÁLIDO;279 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;CORONEL PACIFICO PINTO;PREENCHIMENTO OPCIONAL;;740;INVÁLIDO;VILA ANDRE DE FREITAS;;;NOVA SERRANA;;;APREENDIDO;REVOLVER;14/03/2020;20:16:58;1
2020-013281566-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;SAO GERALDO;;PREENCHIMENTO OPCIONAL;;320;TREVO;;;;POMPEU;-19,22686380;-44,99840080;APREENDIDO;ESPINGARDA / ESCOPETA;15/03/2020;01:00:00;1
2020-013354111-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A05000;CONSUMADO;RUA;JOSE GUIMARAES FARIA;;PREENCHIMENTO OPCIONAL;;317;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,87079530;-44,57612370;APREENDIDO;REVOLVER;15/03/2020;16:00:00;1
2020-013394847-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;OSCAR CAETANO RIBEIRO;;PREENCHIMENTO OPCIONAL;;21;SANTA EDWIRGES;;;;PARA DE MINAS;-19,88086340;-44,57661060;APREENDIDO;REVOLVER;15/03/2020;21:45:50;1
2020-013473638-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;SÃO SIMÃO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;ABAETE;-19,25955556;-45,41638889;APREENDIDO;ESPINGARDA / ESCOPETA;16/03/2020;10:00:00;1
2020-013500200-002;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03014;CONSUMADO;RUA;ALEXANDRE TAVARES DO COUTO;;PREENCHIMENTO OPCIONAL;;0;NOVO SANTO ANTONIO;;;;FORMIGA;-20,47812090;-45,43637620;APREENDIDO;REVOLVER;16/03/2020;15:00:00;1
2020-013549585-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;PAULO VI;;PREENCHIMENTO OPCIONAL;;1737;SÃO JOSÉ;;;;SAO SEBASTIAO DO OESTE;-20,27991280;-45,00356280;APREENDIDO;REVOLVER;16/03/2020;15:00:00;1
2020-013560215-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;JOSE PENHA LAINE;;PREENCHIMENTO OPCIONAL;;1070;VILA DAS ROSEIRAS;;;;DIVINOPOLIS;-20,17356450;-44,84603270;APREENDIDO;PISTOLA;16/03/2020;17:48:26;1
2020-013642276-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;TENENTE FLORENCIO NUNES;TENENTE FLORENCIO NUNES;PREENCHIMENTO OPCIONAL;;1079.00;BRASILIA;;;;ARCOS;-20,29833100;-45,54128510;APREENDIDO;REVOLVER;17/03/2020;07:24:53;1
2020-013691582-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;CACHOEIRINHA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;POMPEU;-19,20702880;-44,92132220;APREENDIDO;ESPINGARDA / ESCOPETA;17/03/2020;10:10:00;1
2020-013786350-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;RUA;MONTE AZUL;;JEQUITINHONHA;;;JK;;;;BOM DESPACHO;-19,75025140;-45,28533180;APREENDIDO;REVOLVER;17/03/2020;21:11:06;2
2020-014032320-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ZECA FRANCISCO;;PREENCHIMENTO OPCIONAL;;549;CHICO MIRANDA;;;;LAGOA DA PRATA;-20,03817770;-45,52358730;APREENDIDO;GARRUCHA;19/03/2020;11:51:18;1
2020-014063086-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;AVENIDA;LEDA;;PREENCHIMENTO OPCIONAL;;881;ICARAI;;;;DIVINOPOLIS;-20,12241610;-44,85138830;APREENDIDO;REVOLVER;19/03/2020;15:28:41;1
2020-014132038-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;U33009;CONSUMADO;RUA;JOSE GUALBERTO DE MACEDO;;PREENCHIMENTO OPCIONAL;;2;PORTAL DO LAGO;;;TERRENO PROXIMO AO LOTEAMENTO JK;PIMENTA;-20,48717620;-45,80668480;APREENDIDO;GARRUCHA;19/03/2020;22:30:00;1
2020-014241637-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;EPITACIO PESSOA;;PREENCHIMENTO OPCIONAL;;10;PORTO VELHO;;;;DIVINOPOLIS;-20,14361020;-44,88074340;APREENDIDO;REVOLVER;20/03/2020;17:44:52;3
2020-014331863-001;POLICIA MILITAR;3 PEL/241 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;INVÁLIDO;LARANJEIRAS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;proximidades da cachoeira das laranjeiras;TAPIRAI;-19,91238889;-46,13483333;APREENDIDO;ESPINGARDA / ESCOPETA;21/03/2020;11:58:30;1
2020-014356120-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01157;TENTADO;RUA;PADRE JOAO PORTO;;PREENCHIMENTO OPCIONAL;;1511;VOLTA DO BREJO;;;;POMPEU;-19,22467010;-44,99476780;APREENDIDO;REVOLVER;21/03/2020;15:35:00;1
2020-014380223-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;CAMPOS ALTOS;;PREENCHIMENTO OPCIONAL;;240;VILA SINHO;;;ACADEMIA HERCULES;PARA DE MINAS;-19,86938340;-44,61132980;APREENDIDO;PISTOLETE (CALIBRE DE ESPINGARDA);21/03/2020;17:55:00;1
2020-014531944-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01121;TENTADO;RUA;CORNELIO GONCALVES DOS REIS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAPAGAIOS;-19,43602870;-44,74556220;APREENDIDO;ESPINGARDA POLVEIRA;22/03/2020;21:50:00;1
2020-014765967-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;AVENIDA;MARIO XISTO GONTIJO;;PREENCHIMENTO OPCIONAL;;500;SAO LUIZ;;;;DIVINOPOLIS;-20,14252470;-44,86772180;APREENDIDO;PISTOLA;24/03/2020;18:56:25;1
2020-014851960-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;A03000;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;193;INVÁLIDO;;;;FORMIGA;-20,39054270;-45,38794250;APREENDIDO;PISTOLA;25/03/2020;10:00:00;1
2020-014878270-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03016;CONSUMADO;RUA;VELHO DO TAIPA;;PREENCHIMENTO OPCIONAL;;175;GAMELEIRA;;;;PITANGUI;-19,68778880;-44,88592150;APREENDIDO;SUBMETRALHADORA (USO RESTRITO);25/03/2020;15:50:00;1
2020-015022923-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;POVOADO;TORNEIROS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PARA DE MINAS;-19,87166700;-44,73108300;APREENDIDO;ESPINGARDA / ESCOPETA;26/03/2020;16:25:00;2
2020-015153030-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;OZEAS CORDEIRO VALADARES;;MARTINHO CAMPOS;;;TREVO;;;;POMPEU;-19,22842110;-44,99491210;APREENDIDO;REVOLVER;27/03/2020;14:20:00;1
2020-015156019-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01121;TENTADO;RUA;MIGUEL DIAS;;PREENCHIMENTO OPCIONAL;;381;INVÁLIDO;NOSSA SENHORA APARECIDA;;;PAPAGAIOS;;;APREENDIDO;PISTOLA;27/03/2020;11:30:00;1
2020-015157684-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;SARGENTO VALERIO;;PREENCHIMENTO OPCIONAL;;700;PORTO VELHO;;;;DIVINOPOLIS;-20,15020380;-44,88077250;APREENDIDO;ESPINGARDA / ESCOPETA;27/03/2020;15:45:00;1
2020-015157684-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;SARGENTO VALERIO;;PREENCHIMENTO OPCIONAL;;700;PORTO VELHO;;;;DIVINOPOLIS;-20,15020380;-44,88077250;APREENDIDO;REVOLVER;27/03/2020;15:45:00;1
2020-015160452-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;K99000;CONSUMADO;RUA;MIGUEL DIAS;;PREENCHIMENTO OPCIONAL;;381;INVÁLIDO;NOSSA SENHORA APARECIDA;;;PAPAGAIOS;;;APREENDIDO;CARABINA / RIFLE;27/03/2020;11:30:00;1
2020-015160452-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;K99000;CONSUMADO;RUA;MIGUEL DIAS;;PREENCHIMENTO OPCIONAL;;381;INVÁLIDO;NOSSA SENHORA APARECIDA;;;PAPAGAIOS;;;APREENDIDO;PISTOLA;27/03/2020;11:30:00;1
2020-015168881-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;TROIA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;BOM DESPACHO;-19,59583300;-45,10922200;APREENDIDO;ESPINGARDA / ESCOPETA;27/03/2020;16:45:13;1
2020-015168881-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;FAZENDA;TROIA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;BOM DESPACHO;-19,59583300;-45,10922200;APREENDIDO;PISTOLA;27/03/2020;16:45:13;1
2020-015269629-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;ESTRADA;BAIOES;DE ACESSOA A COMUNIDADE DE BAIOES;PREENCHIMENTO OPCIONAL;;0.00000;DISTRITO DE BAIOES;;;PRÓXIMO AO POSTO SANTA LÚCIA II - BR 354, KM 523;FORMIGA;-20,61179360;-45,32272190;APREENDIDO;GARRUCHA;28/03/2020;04:49:00;1
2020-015326777-001;POLICIA MILITAR;280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;GOIAS;;PREENCHIMENTO OPCIONAL;;4010;PLANALTO;;FUNDOS;QUASE ESQUINA COM RUA MATO GROSSO DO SUL;NOVA SERRANA;-19,86242720;-44,97545880;APREENDIDO;REVOLVER;28/03/2020;19:54:48;1
2020-015443532-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;FAZENDA;MG 050;FAZENDA QUATRO CANTOS;PREENCHIMENTO OPCIONAL;;156.000;INVÁLIDO;ZONA RURAL;;;SAO SEBASTIAO DO OESTE;-20,26736440;-45,11491690;APREENDIDO;CARABINA / RIFLE;29/03/2020;16:50:00;2
